number of equals = 2057
number of contains = 361
Kind of Match	Subject	Relation	Object	Sentence	Context
Equal	http://dbpedia.org/resource/Louis_S._Warren	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_California,_Davis		Louis S. Warren (born December 8, 1962) is an American historian and a W. Turrentine Jackson Professor of Western U.S. History at the University of California, Davis, where he teaches environmental history, the history of the American West, and U.S. history.	
Equal	http://dbpedia.org/resource/Lynn_Kimsey	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_California,_Davis		Lynn Kimsey is an entomologist, taxonomist, director of the Bohart Museum of Entomology and professor of entomology at the University of California, Davis since 1989. Her specialties are bees and wasps; and insect diversity. She received a doctorate in entomology from UC Davis in 1979 and joined the faculty there in 1989. She has described almost 300 new species. Her husband Robert Kimsey is a forensic entomologist in the UC Davis Department of Entomology.	
Equal	http://dbpedia.org/resource/Martha_Feldman	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_California,_Irvine		Martha S. Feldman is an organization theorist best known for her work on organizational routines and, particularly, routine dynamics. Other areas of research she has contributed to include inclusive management and qualitative research methods. Feldman is the Johnson Chair for Civic Governance and Public Management in the School of Social Ecology at the University of California, Irvine She has published four books as well as numerous book chapters and journal articles.	
Equal	http://dbpedia.org/resource/Val_D._Rust	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_California,_Los_Angeles		Val Dean Rust (born November 28, 1934) is a professor at the UCLA Graduate School of Education and Information Studies at the University of California, Los Angeles.	
Equal	http://dbpedia.org/resource/Margaret_Leinen	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_California,_San_Diego		Margaret Leinen (born September 20, 1946) is vice chancellor for Marine Sciences, director of the Scripps Institution of Oceanography, and dean of the School of Marine Sciences at the University of California, San Diego.	
Equal	http://dbpedia.org/resource/Susan_Murphy	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Michigan	She is the H.E. Robbins Professor of Statistics & Professor of Psychiatry, at the **University of Michigan**.	Susan Allbritton Murphy (born April 16, 1958) is an American statistician. She is the H.E. Robbins Professor of Statistics & Professor of Psychiatry, at the University of Michigan. She won a 2013 MacArthur Fellowship. In 2015 she gave the Bradley Lecture at the University of Georgia. In 2016, she was elected to the National Academy of Sciences. She is known for her work applying statistical methods to clinical trials of treatments for chronic and relapsing medical conditions.	
Equal	http://dbpedia.org/resource/Ross_Bjork	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Mississippi	Ross Bjork (born October 22, 1972) is the current athletics director for the **University of Mississippi**.	Ross Bjork (born October 22, 1972) is the current athletics director for the University of Mississippi. He has previously served as the director of athletics for Western Kentucky University where he was the youngest among all of the 120 NCAA FBS when hired. He has also previously worked for the University of Miami, UCLA, and the University of Missouri. Bjork received his associate degree from Dodge City Community College, his bachelor's degree from Emporia State University in 1995 and his master's degree from Western Illinois University in 1996.Bjork is married to Sonja; they have two sons.	
Equal	http://dbpedia.org/resource/Andrew_Hunt_(historian)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Waterloo	Andrew Emerson Hunt (born 1968) is a Professor of History at the **University of Waterloo** in Canada.	Andrew Emerson Hunt (born 1968) is a Professor of History at the University of Waterloo in Canada. He is also the Director of the Tri-University Graduate Program in History.	
Equal	http://dbpedia.org/resource/Christine_Sleeter	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/California_State_University,_Monterey_Bay		Christine E. Sleeter (born 1948) is an American professor and educational reformer. She is known as the Professor Emerita in the School of Professional Studies, California State University, Monterey Bay. She has also served as the Vice President of Division K (Teaching and Teacher Education) of the American Educational Research Association, and as President of the National Association for Multicultural Education. Her work primarily focuses on multicultural education, preparation of teachers for culturally diverse schools, and anti-racism. She has been honored for her work as the recipient of the American Educational Research Association Social Justice Award, the Division K Teaching and Teacher Education Legacy Award, the CSU Monterey Bay President's Medal, the Chapman University Paulo Freire Education Project Social Justice Award, and the American Educational Research Association Special Interest Group Multicultural and Multiethnic Education Lifetime Achievement Award.	
Equal	http://dbpedia.org/resource/Mike_Cope_(preacher)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Pepperdine_University	He is also the ministry outreach director for **Pepperdine University**.	Mike Cope (born July 25, 1956) is a nationally known preacher and blogger in the Churches of Christ. He is also the ministry outreach director for Pepperdine University.	
Equal	http://dbpedia.org/resource/Barbara_Chernow	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Stony_Brook_University	Barbara Chernow is an American educator and since February 2012, Senior Vice President for Administration at **Stony Brook University**.	Barbara Chernow is an American educator and since February 2012, Senior Vice President for Administration at Stony Brook University. On March 1, 2015 named Executive Vice President of Finance and Administration.	
Equal	http://dbpedia.org/resource/Herman_Gummerus	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Helsinki	Born in Saint Petersburg into a Swedish speaking family, Gummerus became an expert on the economy and society of Ancient Rome, and lectured at the **University of Helsinki** from 1911 to 1920 and again from 1926 to 1947.	Born in Saint Petersburg into a Swedish speaking family, Gummerus became an expert on the economy and society of Ancient Rome, and lectured at the University of Helsinki from 1911 to 1920 and again from 1926 to 1947. He initially studied in Helsinki, and then specialized in ancient history under the direction of Eduard Meyer in the University of Berlin.	
Equal	http://dbpedia.org/resource/Claude_Nelson_Warren	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Nevada,_Las_Vegas		Claude Nelson Warren (born 1932) is a California Desert anthropologist and specialist in early man in the Far West and has been instrumental in defining the San Dieguito and La Jolla cultural complexes. He also has an interest in the history of anthropology. He is a distinguished professor emeritus in Anthropology from the University of Nevada, Las Vegas. He is married to Elizabeth von Till Warren. They have four children Claude Jr., Susan, Louis, and Jonathan.	
Contains	http://dbpedia.org/resource/Jack_Petersen_(guitarist)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_North_Texas		Jack Leroy Petersen (born October 25, 1933 Elk City, Oklahoma) is an American jazz guitarist, pianist, composer, arranger, music publisher, music clinician, and renowned pioneer in jazz education who revolutionized guitar education. He was a pedagogical architect for jazz guitar and jazz improvisation at three institutions of higher learning: First full-time jazz guitar teacher at the Berklee College of Music (1962–1965 – Inaugural Chair, Guitar Department) Longstanding and influential jazz guitar artist in residence at the University of North Texas College of Music (1976–1988 – Resident Artist, Jazz Guitar, Improv). Joining his close colleague, Rich Matteson, who was recruited from North Texas to build a new program at the University of North Florida focusing on jazz, Petersen built a jazz guitar program (1988–1995; fully retiring 1999 – Resident Artist and Associate Professor).	
Equal	http://dbpedia.org/resource/Charles_E._Sheedy	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Notre_Dame	Charles E. Sheedy, C.S.C. (July 1, 1912 – April 17, 1990) was an American priest and theologian of the Congregation of Holy Cross and an administrator at the **University of Notre Dame**.	Charles E. Sheedy, C.S.C. (July 1, 1912 – April 17, 1990) was an American priest and theologian of the Congregation of Holy Cross and an administrator at the University of Notre Dame.	
Equal	http://dbpedia.org/resource/John_S._Dunne	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Notre_Dame	He held the John A. O'Brien Professorship of Theology at the **University of Notre Dame**.	John S. Dunne, C.S.C. (December 3, 1929 – November 11, 2013) was an American priest and theologian of the Congregation of Holy Cross. He held the John A. O'Brien Professorship of Theology at the University of Notre Dame.	
Equal	http://dbpedia.org/resource/Carol_M._Swain	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Vanderbilt_University	Carol Miller Swain (born March 7, 1954) is an American political scientist, professor of political science and law at **Vanderbilt University**, and former television host.	Carol Miller Swain (born March 7, 1954) is an American political scientist, professor of political science and law at Vanderbilt University, and former television host. She is the author or editor of six books. Her scholarly work has been cited by two Associate Justices of the Supreme Court of the United States. Her fields are race relations, immigration, representation, evangelical politics, and the United States Constitution. Her views on race and Islam have attracted national attention in the media.	
Equal	http://dbpedia.org/resource/Stefaan_Verhulst	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Yale_Law_School	*  Senior Advisor to the Markle Foundation, a private non-profit organization committed to promoting the development of communications industries that address public needs, where he was Chief of Research for 11 years; 
*  Adjunct Professor in the Department of Media, Culture, and Communication at New York University; 
*  Senior Associated Fellow in the Programme in Comparative Media Law and Policy at Oxford University which he co-founded several years ago; 
*  Senior Research Fellow at the Center for Global Communication Studies, Annenberg School for Communication at the University of Pennsylvania; 
*  Senior Research Fellow for the Center for Media and Communications Studies, Central European University in Budapest; and 
*  International Fellow of the Information Society Project at **Yale Law School**; 
*  Fellow for the Center for Democracy & Technology; 
*  Advisor to Global Partners Digital. 
*  Expert on the Influencer Advisory Board (IAB) of sparks & honey 
*  Board member for Obricom-UNESCO	Stefaan G. Verhulst has been exploring the intersection of technology, science and policy for over two decades. He is currently the Co-Founder and Chief Research and Development Officer of the Governance Laboratory (GovLab) at New York University. His latest research and writing considers how advances in technology and science can be harnessed to create effective and collaborative forms of governance. In addition to GovLab, he holds several other academic and professional positions including the following: 
*  Senior Advisor to the Markle Foundation, a private non-profit organization committed to promoting the development of communications industries that address public needs, where he was Chief of Research for 11 years; 
*  Adjunct Professor in the Department of Media, Culture, and Communication at New York University; 
*  Senior Associated Fellow in the Programme in Comparative Media Law and Policy at Oxford University which he co-founded several years ago; 
*  Senior Research Fellow at the Center for Global Communication Studies, Annenberg School for Communication at the University of Pennsylvania; 
*  Senior Research Fellow for the Center for Media and Communications Studies, Central European University in Budapest; and 
*  International Fellow of the Information Society Project at Yale Law School; 
*  Fellow for the Center for Democracy & Technology; 
*  Advisor to Global Partners Digital. 
*  Expert on the Influencer Advisory Board (IAB) of sparks & honey 
*  Board member for Obricom-UNESCO Prior to joining the Markle Foundation in 2001, Verhulst held several senior research positions in Belgium and the UK - including the University of Glasgow and Oxford University. He co-founded the Programme in Comparative Media Law and Policy at Oxford University with Monroe Price. At Oxford, he was also the UNESCO Chairholder in Communications Law and Policy for the UK and the Socio-Legal research Fellow at Wolfson College. He has spoken at TedXMidAtlantic's New Rules seminar.	
Equal	http://dbpedia.org/resource/Spencer_Christian	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/KGO-TV	He currently is the weather forecaster for ABC-owned **KGO-TV** in San Francisco.	Spencer Christian (born July 23, 1947) is an American television broadcaster, best known as the former weather forecaster for ABC's Good Morning America from 1986 to 1998. He currently is the weather forecaster for ABC-owned KGO-TV in San Francisco. Christian is also the author of several children's books.	
Equal	http://dbpedia.org/resource/Crystal_Egger	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/KNBC	Crystal Egger is an American meteorologist currently working for **KNBC**.	Crystal Egger is an American meteorologist currently working for KNBC.	
Equal	http://dbpedia.org/resource/Raj_Mathai	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/KNTV	He is the primary news anchor at NBC-owned **KNTV** in the San Francisco Bay Area.	Raj Mathai is an American television journalist. He is the primary news anchor at NBC-owned KNTV in the San Francisco Bay Area.	
Equal	http://dbpedia.org/resource/Elizabeth_Espinosa	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/KTLA	Rose Elizabeth Espinosa is a news reporter for **KTLA** Channel 5 in Los Angeles.	Rose Elizabeth Espinosa is a news reporter for KTLA Channel 5 in Los Angeles.	
Equal	http://dbpedia.org/resource/Saeed_Laylaz	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Shahid_Beheshti_University	He is a professor at Tehran's **Shahid Beheshti University**.	Saeed Laylaz (born c. 1966) is an Iranian economist, journalist, and a former advisor to President Mohammad Khatami. Laylaz was a pro-reform critic of President Mahmoud Ahmadinejad and was arrested as part of a general crackdown during the 2009–2010 Iranian election protests; his newspaper, the business daily Sarmayeh, was banned by government censors in November 2009. He is a professor at Tehran's Shahid Beheshti University.	
Equal	http://dbpedia.org/resource/Ramon_Torres_Mendez	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Logan_Heights_Gang	Ramon Torres Mendez (1969-1993) was a Mexican American who was a high-ranking member of the **Logan Heights Gang**, recruited by David "D" Barron in 1993.	Ramon Torres Mendez (1969-1993) was a Mexican American who was a high-ranking member of the Logan Heights Gang, recruited by David "D" Barron in 1993. He reportedly served as a hitman to its leaders who trained him to carry out an assassination attempted against the Tijuana Cartel mayor rival Joaquín Guzmán Loera. On May 24, 1993, he and other Logan Heights Gang members where assigned to kill Joaquín Guzmán Loera at the Guadalajara Airport but in the shoot-out that followed, six bystanders were killed, including the Roman Catholic Cardinal Juan Jesus Posadas Ocampo. Mendez was arrested in late June 1993.	
Equal	http://dbpedia.org/resource/Edward_Snowden	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Booz_Allen_Hamilton	In 2013, Snowden was hired by an NSA contractor, **Booz Allen Hamilton**, after previous employment with Dell and the CIA.	Edward Joseph Snowden (born June 21, 1983) is an American computer professional, former Central Intelligence Agency (CIA) employee and former contractor for the United States government who copied and leaked classified information from the National Security Agency (NSA) in 2013 without prior authorization. His disclosures revealed numerous global surveillance programs, many run by the NSA and the Five Eyes Intelligence Alliance with the cooperation of telecommunication companies and European governments. In 2013, Snowden was hired by an NSA contractor, Booz Allen Hamilton, after previous employment with Dell and the CIA. On May 20, 2013, Snowden flew to Hong Kong after leaving his job at an NSA facility in Hawaii and in early June he revealed thousands of classified NSA documents to journalists Glenn Greenwald, Laura Poitras and Ewen MacAskill. Snowden came to international attention after stories based on the material appeared in The Guardian and The Washington Post. Further disclosures were made by other newspapers including Der Spiegel and The New York Times. On June 21, 2013, the U.S. Department of Justice unsealed charges against Snowden of two counts of violating the Espionage Act of 1917 and theft of government property. On June 23, he flew to Moscow, Russia, where he remained for over a month. Russian authorities granted him one-year asylum, which was later extended to three years. As of 2016, he was still living in an undisclosed location in Russia while seeking asylum elsewhere. A subject of controversy, Snowden has been variously called a hero, a whistleblower, a dissident, a patriot and a traitor. His disclosures have fueled debates over mass surveillance, government secrecy and the balance between national security and information privacy.	
Equal	http://dbpedia.org/resource/Stefaan_Verhulst	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Markle_Foundation		Stefaan G. Verhulst has been exploring the intersection of technology, science and policy for over two decades. He is currently the Co-Founder and Chief Research and Development Officer of the Governance Laboratory (GovLab) at New York University. His latest research and writing considers how advances in technology and science can be harnessed to create effective and collaborative forms of governance. In addition to GovLab, he holds several other academic and professional positions including the following: 
*  Senior Advisor to the Markle Foundation, a private non-profit organization committed to promoting the development of communications industries that address public needs, where he was Chief of Research for 11 years; 
*  Adjunct Professor in the Department of Media, Culture, and Communication at New York University; 
*  Senior Associated Fellow in the Programme in Comparative Media Law and Policy at Oxford University which he co-founded several years ago; 
*  Senior Research Fellow at the Center for Global Communication Studies, Annenberg School for Communication at the University of Pennsylvania; 
*  Senior Research Fellow for the Center for Media and Communications Studies, Central European University in Budapest; and 
*  International Fellow of the Information Society Project at Yale Law School; 
*  Fellow for the Center for Democracy & Technology; 
*  Advisor to Global Partners Digital. 
*  Expert on the Influencer Advisory Board (IAB) of sparks & honey 
*  Board member for Obricom-UNESCO Prior to joining the Markle Foundation in 2001, Verhulst held several senior research positions in Belgium and the UK - including the University of Glasgow and Oxford University. He co-founded the Programme in Comparative Media Law and Policy at Oxford University with Monroe Price. At Oxford, he was also the UNESCO Chairholder in Communications Law and Policy for the UK and the Socio-Legal research Fellow at Wolfson College. He has spoken at TedXMidAtlantic's New Rules seminar.	
Equal	http://dbpedia.org/resource/Stefaan_Verhulst	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Markle_Foundation		Stefaan G. Verhulst has been exploring the intersection of technology, science and policy for over two decades. He is currently the Co-Founder and Chief Research and Development Officer of the Governance Laboratory (GovLab) at New York University. His latest research and writing considers how advances in technology and science can be harnessed to create effective and collaborative forms of governance. In addition to GovLab, he holds several other academic and professional positions including the following: 
*  Senior Advisor to the Markle Foundation, a private non-profit organization committed to promoting the development of communications industries that address public needs, where he was Chief of Research for 11 years; 
*  Adjunct Professor in the Department of Media, Culture, and Communication at New York University; 
*  Senior Associated Fellow in the Programme in Comparative Media Law and Policy at Oxford University which he co-founded several years ago; 
*  Senior Research Fellow at the Center for Global Communication Studies, Annenberg School for Communication at the University of Pennsylvania; 
*  Senior Research Fellow for the Center for Media and Communications Studies, Central European University in Budapest; and 
*  International Fellow of the Information Society Project at Yale Law School; 
*  Fellow for the Center for Democracy & Technology; 
*  Advisor to Global Partners Digital. 
*  Expert on the Influencer Advisory Board (IAB) of sparks & honey 
*  Board member for Obricom-UNESCO Prior to joining the Markle Foundation in 2001, Verhulst held several senior research positions in Belgium and the UK - including the University of Glasgow and Oxford University. He co-founded the Programme in Comparative Media Law and Policy at Oxford University with Monroe Price. At Oxford, he was also the UNESCO Chairholder in Communications Law and Policy for the UK and the Socio-Legal research Fellow at Wolfson College. He has spoken at TedXMidAtlantic's New Rules seminar.	
Equal	http://dbpedia.org/resource/T._Markus_Funk	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Perkins_Coie	He is currently a partner in the law firm of **Perkins Coie**.	T. Markus Funk is an American attorney, law professor, and author best known for the prosecution of several high-profile mob figures during his career at the United States Department of Justice. He is currently a partner in the law firm of Perkins Coie.	
Equal	http://dbpedia.org/resource/Thierry_Coup	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Universal_Creative	In the late 1990s he transferred over to **Universal Creative** and worked on projects such as The Amazing Adventures of Spider-Man, Harry Potter and the Forbidden Journey and Transformers: The Ride.	Thierry Jean-Andre Coup is the current Senior Vice President of Universal Creative, Universal Parks & Resorts' research and development division. Coup began his career working in the film industry, performing set design and visual effects. He moved into theme park design in the early 1990s when Walt Disney Parks and Resorts offered him a position with Walt Disney Imagineering. In the late 1990s he transferred over to Universal Creative and worked on projects such as The Amazing Adventures of Spider-Man, Harry Potter and the Forbidden Journey and Transformers: The Ride.	
Equal	http://dbpedia.org/resource/Étienne_Anheim	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Versailles_Saint-Quentin-en-Yvelines_University	Etienne Anheim, a medieval historian, is a lecturer at the **Versailles Saint-Quentin-en-Yvelines University**.	Etienne Anheim, a medieval historian, is a lecturer at the Versailles Saint-Quentin-en-Yvelines University.	
Equal	http://dbpedia.org/resource/Jean-Luc_Vayssière	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Versailles_Saint-Quentin-en-Yvelines_University	He has been president of **Versailles Saint-Quentin-en-Yvelines University** since April 2012.	Jean-Luc Vayssière (born in 1956) is a French professor, specializing in genetics and cell biology. He has been president of Versailles Saint-Quentin-en-Yvelines University since April 2012.	
Equal	http://dbpedia.org/resource/V.P._Nandakumar	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Manappuram_General_Finance_and_Leasing	He is the Managing Director and Chief Executive Officer of **Manappuram General Finance and Leasing**.	V.P. Nandakumar is an Indian businessman hailing from Valapad in Thrissur District of Kerala. He is the Managing Director and Chief Executive Officer of Manappuram General Finance and Leasing.	
Equal	http://dbpedia.org/resource/Joseph_Berardino	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Alvarez_and_Marsal	Joseph (Joe) F. Berardino (born 1950) is an American businessman, Certified Public Accountant, and managing director at **Alvarez and Marsal**.	Joseph (Joe) F. Berardino (born 1950) is an American businessman, Certified Public Accountant, and managing director at Alvarez and Marsal. Beradino was formerly managing partner and CEO of Arthur Andersen and chairman and CEO of Profectus Bioscience.	
Equal	http://dbpedia.org/resource/Michael_Absalom	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/BT_Sport	Absalom now works as a Freelance Sports Commentator and Reporter for BBC Sport, Eurosport, Star Sports, Sky Sports and most recently **BT Sport**.	Michael Absalom (born 13 April 1980), more commonly known as Abs, was educated at Dumpton School and Millfield School. He then became a regular Presenter on CBBC from 2002 to 2006 and hosted CBBC shows Best of Friends, Xchange and Sportsround. Absalom now works as a Freelance Sports Commentator and Reporter for BBC Sport, Eurosport, Star Sports, Sky Sports and most recently BT Sport.	
Equal	http://dbpedia.org/resource/David_Teten	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Ff_Venture_Capital	He is a partner at ff Venture Capital, a New York-based, seed stage investment firm and is founder and chairman of Harvard Business School Alumni Angels of Greater New York.	David Teten is a venture capitalist, a serial entrepreneur, an author, and a frequent keynote speaker. He is a partner at ff Venture Capital, a New York-based, seed stage investment firm and is founder and chairman of Harvard Business School Alumni Angels of Greater New York. Teten is founder and chairman of Navon Partners, a data analytics startup (on hold), and formerly acting CEO of Vertical Key, a SaaS business for managing large-scale events. He was previously a managing director with Evalueserve, a 2,500-person global research and analytics company, and founder and CEO of Circle of Experts, an investment research firm acquired by Evalueserve. He was formerly founder and CEO of GoldNames, an Israel-based investment bank focusing on the internet domain name asset class. Teten led the first-ever study of best practices of venture capital and private equity funds in originating new deals and the first-ever study of VCs in creating portfolio company value. He is the lead author of The Virtual Handshake: Opening Doors and Closing Deals Online, with Scott Allen.	
Equal	http://dbpedia.org/resource/Steve_McMahon_(consultant)	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Purple_Strategies	He is a founding partner of **Purple Strategies**, a bipartisan communications firm located in Alexandria, Virginia, and McMahon Squier and Associates, a media consulting firm.	Steve McMahon is an American lawyer and media consultant who has worked on political campaigns for Democratic candidates including Ted Kennedy, Howard Dean, and Dick Gephardt, in addition to his work with elected officials. He is a founding partner of Purple Strategies, a bipartisan communications firm located in Alexandria, Virginia, and McMahon Squier and Associates, a media consulting firm.	
Equal	http://dbpedia.org/resource/Ali_Iman_Sharmarke	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/HornAfrik_Media_Inc	He was a co-founder of **HornAfrik Media Inc**, the first independent radio network to have its headquarters in Mogadishu, Somalia.	Ali Iman Sharmarke (Somali: Cali Imaan Sharmaarke, Arabic: علي ايمان شرماركي‎‎) (b. 1956/1957-d. 11 August 2007) was a Somali-Canadian journalist, civil servant and philanthropist. He was a co-founder of HornAfrik Media Inc, the first independent radio network to have its headquarters in Mogadishu, Somalia. In 2007, he was killed by a roadside bomb. Sharmarke was posthumously awarded the CJFE's International Press Freedom Award and Tara Singh Hayer Award for his journalistic work. His family also established the Sharmarke Peace Foundation in his memory.	
Equal	http://dbpedia.org/resource/Cole_Durham	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Brigham_Young_University	He is Susa Young Gates University Professor of Law and Director of the International Center for Law and Religion Studies (ICLRS) at **Brigham Young University**'s J. Reuben Clark Law School.	W. Cole Durham, Jr. (born February 26, 1948) is an American educator. He is Susa Young Gates University Professor of Law and Director of the International Center for Law and Religion Studies (ICLRS) at Brigham Young University's J. Reuben Clark Law School. He is an internationally active specialist in religious freedom law, involved in comparative law scholarship, with a special emphasis on comparative constitutional law. In January 2009 the First Freedom Center granted him the International First Freedom Award, in Richmond, Virginia. Durham is a graduate of Harvard College and Harvard Law School, where he was a Note Editor of the Harvard Law Review and Managing Editor of the Harvard International Law Journal. He is currently President of the International Consortium for Law and Religion Studies (ICLARS), based in Milan, Italy, and Co-Editor-in-Chief of the Oxford Journal of Law and Religion. From 1989 to 1994 he served as Secretary of the American Society of Comparative Law, and he is also an Associate Member of the International Academy of Comparative Law in Paris—the premier academic organization at the global level in Comparative Law. He served, along with Javier Martínez-Torrón of Complutense University of Madrid, as a General Rapporteur for the topic "Religion and the Secular State" at the 28th International Congress of Comparative Law, held in Washington, D.C., in July 2010. He has served as Chair of both the Comparative Law Section and the Law and Religion Section of the Association of American Law Schools. Durham has taught at the J. Reuben Clark Law School at Brigham Young University since 1976. He was awarded the honorary designation of University Professor there in the fall of 1999. On January 1, 2000, he was named Director of the Law School's newly created International Center for Law and Religion Studies. Since 1994 Durham has been a Recurring Visiting Professor of Law at Central European University in Budapest, where he teaches comparative constitutional law to students from throughout Eastern Europe, and increasingly from Asia and Africa as well. He has been a guest professor in Gutenberg University in Mainz, Germany and at the University of Vienna.	
Equal	http://dbpedia.org/resource/Lorraine_Foster	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/California_State_University,_Northridge		Lorraine Lois Foster (December 25, 1938, Culver City, California) is an American mathematician. In 1964 she became the first woman to receive a Ph.D. in mathematics from California Institute of Technology. Her thesis advisor at Caltech was Olga Taussky-Todd. Born Lorraine Lois Turnbull, she attended Occidental College where she majored in physics. She was admitted to Caltech after receiving a Woodrow Wilson Foundation fellowship. In 1964 she joined the faculty of California State University, Northridge. She works in number theory and the theory of mathematical symmetry.	
Equal	http://dbpedia.org/resource/Ramayya_Krishnan	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Carnegie_Mellon_University	He is the dean of Heinz College, and also holds the H. John Heinz III deanship and is the W. W. Cooper and Ruth F. Cooper Professor of Management science and Information systems at **Carnegie Mellon University**.	Ramayya Krishnan is an Indian American Management and Information technology expert from Pittsburgh, Pennsylvania. He is the dean of Heinz College, and also holds the H. John Heinz III deanship and is the W. W. Cooper and Ruth F. Cooper Professor of Management science and Information systems at Carnegie Mellon University. Ramayya is also a member of the board of trustees of Carnegie Library of Pittsburgh.	
Equal	http://dbpedia.org/resource/Christopher_J._Mayer	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/Columbia_Business_School	He is the Paul Milstein Professor of Real Estate at **Columbia Business School**, where he is also the Research Director of the Paul Milstein Center for Real Estate.	Christopher "Chris" J. Mayer (born c. 1965) is an American economist. He is the Paul Milstein Professor of Real Estate at Columbia Business School, where he is also the Research Director of the Paul Milstein Center for Real Estate. In addition, he has also been a Visiting Scholar at the Federal Reserve Bank of New York, and Research Associate at the National Bureau of Economic Research.	
Contains	http://dbpedia.org/resource/Lisa_Jardine	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_College_London	On 1 September 2012, she relocated with her research centre and staff to **University College London** (UCL) to become founding director of its Centre for Interdisciplinary Research in the Humanities.	Lisa Anne Jardine, CBE FRS FRHistS (née Bronowski; 12 April 1944 – 25 October 2015) was a British historian of the early modern period. From 1990 to 2011, she was Centenary Professor of Renaissance Studies and Director of the Centre for Editing Lives and Letters at Queen Mary University of London. From 2008 to January 2014 she was Chair of the Human Fertilisation and Embryology Authority (HFEA). Jardine was a Member of Council of the Royal Institution, until 2009. On 1 September 2012, she relocated with her research centre and staff to University College London (UCL) to become founding director of its Centre for Interdisciplinary Research in the Humanities.	
Equal	http://dbpedia.org/resource/Louis_Round_Wilson	http://dbpedia.org/ontology/employer	http://dbpedia.org/resource/University_of_Chicago	The article lists what he did for the field of library science, including founding the library school at the **University of Chicago**, directing the library at the University of North Carolina/Chapel Hill, and as one of the “internationally oriented library leaders in the U.S. who contributed much of the early history of the International Federation of Library Associations and Institutions.”	Louis Round Wilson (December 27, 1876 – December 10, 1979) was an important figure to the field of library science, and is listed in “100 of the most important leaders we had in the 20th century,” an article in the December 1999 issue of American Libraries. The article lists what he did for the field of library science, including founding the library school at the University of Chicago, directing the library at the University of North Carolina/Chapel Hill, and as one of the “internationally oriented library leaders in the U.S. who contributed much of the early history of the International Federation of Library Associations and Institutions.” The Louis Round Wilson Library is named after him.	
