6178	Kevin Smith	Children	Harley Quinn Smith	Section	2.4	Harley Quinn Smith	exact	In January 2016, during the Television Critics Association press tour, it was announced that Smith will direct an episode of The Flash, which premiered in May. Also in January, it was revealed that Smith wrapped production on a half-hour comedy series, Hollyweed, which was written and directed by Smith who also stars in the series with Donnell Rawlings, Kristin Bauer van Straten, Frankie Shaw, Jason Mewes, Ralph Garman, Adam Brody, Hina Abdullah, Pete Pietrangeliand and Harley Quinn Smith	http://nif.dbpedia.org/wiki/en/Kevin_Smith?dbpv=2016-10&nif=phrase&char=25801,25819
6178	Kevin Smith	Children	Harley Quinn Smith	Section	4	Harley Quinn Smith	exact	Smith is married to Jennifer Schwalbach Smith, whom he met while she was interviewing him for USA Today. They got married at Skywalker Ranch on April 25, 1999. He photographed her for a nude pictorial in Playboy that consisted of photographs by various celebrities. Their daughter, Harley Quinn Smith	http://nif.dbpedia.org/wiki/en/Kevin_Smith?dbpv=2016-10&nif=phrase&char=38030,38048
6180	Kirk Douglas	Children	Joel Douglas	Section	3.4	Joel Douglas	exact	In 2003, his sons Michael Douglas and Joel Douglas	http://nif.dbpedia.org/wiki/en/Kirk_Douglas?dbpv=2016-10&nif=phrase&char=22284,22296
6180	Kirk Douglas	Children	Joel Douglas	Section	5.1	Joel Douglas	exact	Douglas married twice, first to Diana Dill, on November 2, 1943; they divorced in 1951. The couple had two sons, actor Michael Douglas and producer Joel Douglas	http://nif.dbpedia.org/wiki/en/Kirk_Douglas?dbpv=2016-10&nif=phrase&char=27710,27722
6182	Yang Kaihui	Children	Mao Anqing	Abstract	0	Mao Anqing	exact	Yáng Kāihuì (simplified Chinese: 杨开慧; traditional Chinese: 楊開慧; courtesy name: Yúnjǐn (simplified Chinese: 云锦; traditional Chinese: 雲錦); November 6, 1901 – November 14, 1930) was the second wife of Mao Zedong, whom he married in 1920. She had three children with Mao Zedong: Mao Anying, Mao Anqing	http://nif.dbpedia.org/wiki/en/Yang_Kaihui?dbpv=2016-10&nif=phrase&char=287,297
6183	William Penn	Children	Thomas Penn	Section	1.10	Thomas Penn	exact	 *  Unnamed daughter (born and died 1697)  *  John Penn (1699/00–1746), never married.  *  Thomas Penn	http://nif.dbpedia.org/wiki/en/William_Penn?dbpv=2016-10&nif=phrase&char=39331,39343
6183	William Penn	Children	Thomas Penn	Section	2	Thomas Penn	exact	Penn's family retained ownership of the colony of Pennsylvania until the American Revolution. However, William's son and successor, Thomas Penn	http://nif.dbpedia.org/wiki/en/William_Penn?dbpv=2016-10&nif=phrase&char=41403,41414
6186	William Pearce Howland	Children	Oliver Aiken Howland	Section	2	Oliver Aiken Howland	exact	His sons, William Holmes Howland and Oliver Aiken Howland	http://nif.dbpedia.org/wiki/en/William_Pearce_Howland?dbpv=2016-10&nif=phrase&char=2090,2110
6187	Salomon James de Rothschild	Children	Hélène van Zuylen	Section	1.3	Hélène van Zuylen van Nijevelt de Haar	partial	Salomon married Adèle von Rothschild (1843–1922), daughter of his cousin Mayer Carl von Rothschild. Their daughter Hélène de Rothschild became the Baroness Hélène van Zuylen van Nijevelt de Haar	http://nif.dbpedia.org/wiki/en/Salomon_James_de_Rothschild?dbpv=2016-10&nif=phrase&char=2034,2072
6188	Journal Kyaw Ma Ma Lay	Children	Moe Hein	Section	1	Moe Hein	exact	Her eldest son Maung Thein Dan became an actor. Her daughter was Dr. Daw Khin Lay Myint, a noted French scholar who died in 2007. She translated two of her mother's works into French, and some French classics into Burmese. Her youngest son was the poet Moe Hein	http://nif.dbpedia.org/wiki/en/Journal_Kyaw_Ma_Ma_Lay?dbpv=2016-10&nif=phrase&char=2529,2537
6189	Ngô Đình Nhu	Children	Ngô Đình Lệ Quyên	Section	7	Ngô Đình Lệ Quyên	exact	 *  Ngô Đình Lệ Thủy was killed in April 1967, in an automobile accident in Longjumeau, France.  *  Ngô Đình Trác became an agricultural engineering graduate, and he is married with four children.  *  Ngô Đình Quynh graduated from ESSEC (Ecole Supérieure des Sciences Économiques et Commerciales), a private school training professionals in the economy; he works as a trade representative for a U.S. company in Brussels, Belgium.  *  Ngô Đình Lệ Quyên	http://nif.dbpedia.org/wiki/en/Ngô_Đình_Nhu?dbpv=2016-10&nif=phrase&char=35698,35716
6191	Michele Ferrero	Children	Giovanni Ferrero	Section	2	Giovanni Ferrero	exact	From 1997, his sons, Giovanni Ferrero	http://nif.dbpedia.org/wiki/en/Michele_Ferrero?dbpv=2016-10&nif=phrase&char=986,1002
6191	Michele Ferrero	Children	Giovanni Ferrero	Section	3	Giovanni Ferrero	exact	Ferrero married Maria Franca Fissolo in 1962, and they had two sons together, Giovanni Ferrero	http://nif.dbpedia.org/wiki/en/Michele_Ferrero?dbpv=2016-10&nif=phrase&char=1231,1247
6194	Walter Chrysler	Children	Walter P. Chrysler Jr.	Section	5	Walter P. Chrysler Jr.	exact	On the estate he inherited, Walter P. Chrysler Jr.	http://nif.dbpedia.org/wiki/en/Walter_Chrysler?dbpv=2016-10&nif=phrase&char=7208,7230
6196	Robert Todd Lincoln	Children	Jessie Harlan Lincoln	Section	1	Jessie Harlan Lincoln	exact	 *  Mary "Mamie" Lincoln (October 15, 1869 – November 21, 1938)  *  Abraham Lincoln II (nicknamed "Jack") (August 14, 1873 – March 5, 1890)  *  Jessie Harlan Lincoln	http://nif.dbpedia.org/wiki/en/Robert_Todd_Lincoln?dbpv=2016-10&nif=phrase&char=7273,7295
6197	James Harlan (congressman)	Children	John Marshall Harlan	Section	3	John Marshall Harlan II	partial	James Harlan married Eliza Shannon Davenport (1805–70) on December 23, 1822. The couple had six sons and three daughters. One of their sons, John Marshall Harlan (1833–1911), followed his father into the law, becoming an attorney and a judge. Ultimately he was appointed as a justice on the Supreme Court of the United States, where he dissented in the important Plessy v. Ferguson (1896) civil rights case, standing up for equal rights under the law. He was also a great-grandfather of another Supreme Court justice, John Marshall Harlan II	http://nif.dbpedia.org/wiki/en/James_Harlan_(congressman)?dbpv=2016-10&nif=phrase&char=2414,2437
6197	James Harlan (congressman)	Children	John Marshall Harlan	Section	3	John Marshall Harlan	exact	James Harlan married Eliza Shannon Davenport (1805–70) on December 23, 1822. The couple had six sons and three daughters. One of their sons, John Marshall Harlan	http://nif.dbpedia.org/wiki/en/James_Harlan_(congressman)?dbpv=2016-10&nif=phrase&char=2037,2057
6198	Caroline Harrison	Children	Mary Harrison McKee	Section	6	Mary Harrison McKee	exact	During the Harrison administration, their daughter Mary Harrison McKee	http://nif.dbpedia.org/wiki/en/Caroline_Harrison?dbpv=2016-10&nif=phrase&char=5570,5589
6199	Nelson W. Aldrich	Children	Abby Aldrich Rockefeller	Section	11	Abby Aldrich Rockefeller	exact	 *  Aldrich Jr., Nelson W., Old Money: The Mythology of America's Upper Class, Alfred A. Knopf, Inc. 1988. justification by a descendant  *  Gould, Lewis. The Most Exclusive Club: A History of the Modern United States Senate (2009) pp 17–31  *  Kert, Bernice. Abby Aldrich Rockefeller	http://nif.dbpedia.org/wiki/en/Nelson_W._Aldrich?dbpv=2016-10&nif=phrase&char=8100,8124
6201	Joseph Chamberlain	Children	Austen Chamberlain	Abstract	0	Sir Austen Chamberlain	partial	Despite never becoming Prime Minister, he was one of the most important British politicians of the late 19th and early 20th centuries, as well as a renowned orator and divisive politician. Winston Churchill later wrote of him that he was the man "who made the weather". Chamberlain was the father, by different marriages, of Sir Austen Chamberlain	http://nif.dbpedia.org/wiki/en/Joseph_Chamberlain?dbpv=2016-10&nif=phrase&char=2796,2818
6203	Fanny Howe	Children	Danzy Senna	Section	1	Danzy Senna	exact	As a Civil Rights activist, she met and married the activist Carl Senna in the 1970s, who is of African-Mexican descent and is also a poet and writer. They are the parents of the novelist Danzy Senna	http://nif.dbpedia.org/wiki/en/Fanny_Howe?dbpv=2016-10&nif=phrase&char=971,982
6204	Laurence Hyde, 1st Earl of Rochester	Children	Henry Hyde, 4th Earl of Clarendon	Section	6	Henry Hyde, 4th Earl of Clarendon	exact	 * Henry Hyde, 4th Earl of Clarendon	http://nif.dbpedia.org/wiki/en/Laurence_Hyde,_1st_Earl_of_Rochester?dbpv=2016-10&nif=phrase&char=7717,7750
6206	James Scott, 1st Duke of Monmouth	Children	James Scott, Earl of Dalkeith	Section	2	James Scott, Earl of Dalkeith	exact	 *  Charles Scott, Earl of Doncaster (24 August 1672 – 9 February 1673/1674)  *  James Scott, Earl of Dalkeith	http://nif.dbpedia.org/wiki/en/James_Scott,_1st_Duke_of_Monmouth?dbpv=2016-10&nif=phrase&char=9666,9696
6207	Oswald Mosley	Children	Max Mosley	Section	1.3	Max Mosley	exact	 *  Oswald Alexander Mosley (1938-2005), father of Louis Mosley (born 1983); and  *  Max Mosley	http://nif.dbpedia.org/wiki/en/Oswald_Mosley?dbpv=2016-10&nif=phrase&char=5156,5167
6208	N. T. Rama Rao	Children	Nandamuri Harikrishna	Section	3	Nandamuri Harikrishna	exact	In the elections, the TDP allied with the Sanjaya Vichara Manch party and decided to field educated candidates who had a good name in the society and were not indulging in corruption, which was an innovative political concept at the time. NTR himself decided to contest from two assembly constituencies, Gudivada and Tirupati. NTR used many innovative ways of campaigning, such as being the first politician in India to use rath yatras for campaigning. However it was MGR who had started the opentop van campaigning for elections, as it was felt that he can address the roadshows as an alternative to the mammoth meetings, which involves large amount of money as well as manpower. For this, he used a modified Chevrolet van which was given the name of Chaitanya Ratham. In this, NTR travelled across the state of Andhra Pradesh, crisscrossing all the districts. With his son Nandamuri Harikrishna	http://nif.dbpedia.org/wiki/en/N._T._Rama_Rao?dbpv=2016-10&nif=phrase&char=7603,7624
6208	N. T. Rama Rao	Children	Nandamuri Harikrishna	Section	4	Nandamuri Harikrishna	exact	His eldest son, Nandamuri Ramakrishna Sr., died in 1962, soon after NTR completed shooting of the film Dakshayagnam. NTR founded the film studio Ramakrishna Studios in Nacharam in his memory. His fourth son, Nandamuri Harikrishna	http://nif.dbpedia.org/wiki/en/N._T._Rama_Rao?dbpv=2016-10&nif=phrase&char=17320,17341
6211	Arnold J. Toynbee	Children	Philip Toynbee	Section	7	Philip Toynbee	exact	 * The Armenian Atrocities: The Murder of a Nation, with a speech delivered by Lord Bryce in the House of Lords (Hodder & Stoughton 1915)  * Nationality and the War (Dent 1915)  * The New Europe: Some Essays in Reconstruction, with an Introduction by the Earl of Cromer (Dent 1915)  * Contributor, Greece, in The Balkans: A History of Bulgaria, Serbia, Greece, Rumania, Turkey, various authors (Oxford, Clarendon Press 1915)  * British View of the Ukrainian Question (Ukrainian Federation of U.S.A., New York, 1916)  * Editor, The Treatment of Armenians in the Ottoman Empire, 1915–1916: Documents Presented to Viscount Grey of Fallodon by Viscount Bryce, with a Preface by Viscount Bryce (Hodder & Stoughton and His Majesty's Stationery Office, 1916)  * The Destruction of Poland: A Study in German Efficiency (1916)  * The Belgian Deportations, with a statement by Viscount Bryce (T. Fisher Unwin 1917)  * The German Terror in Belgium: An Historical Record (Hodder & Stoughton 1917)  * The German Terror in France: An Historical Record (Hodder & Stoughton 1917)  * Turkey: A Past and a Future (Hodder & Stoughton 1917)  * The Western Question in Greece and Turkey: A Study in the Contact of Civilizations (Constable 1922)  * Introduction and translations, Greek Civilization and Character: The Self-Revelation of Ancient Greek Society (Dent 1924)  * Introduction and translations, Greek Historical Thought from Homer to the Age of Heraclius, with two pieces newly translated by Gilbert Murray (Dent 1924)  * Contributor, The Non-Arab Territories of the Ottoman Empire since the Armistice of the 30 October 1918, in H. W. V. Temperley (editor), A History of the Peace Conference of Paris, Vol. VI (Oxford University Press under the auspices of the British Institute of International Affairs 1924)  * The World after the Peace Conference, Being an Epilogue to the “History of the Peace Conference of Paris” and a Prologue to the “Survey of International Affairs, 1920–1923” (Oxford University Press under the auspices of the British Institute of International Affairs 1925). Published on its own, but Toynbee writes that it was "originally written as an introduction to the Survey of International Affairs in 1920–1923, and was intended for publication as part of the same volume".  * With Kenneth P. Kirkwood, Turkey (Benn 1926, in Modern Nations series edited by H. A. L. Fisher)  * The Conduct of British Empire Foreign Relations since the Peace Settlement (Oxford University Press under the auspices of the Royal Institute of International Affairs 1928)  * A Journey to China, or Things Which Are Seen (Constable 1931)  * Editor, British Commonwealth Relations, Proceedings of the First Unofficial Conference at Toronto, 11–21 September 1933, with a foreword by Robert L. Borden (Oxford University Press under the joint auspices of the Royal Institute of International Affairs and the Canadian Institute of International Affairs 1934)  * A Study of History  * Vol I: Introduction; The Geneses of Civilizations  * Vol II: The Geneses of Civilizations  * Vol III: The Growths of Civilizations(Oxford University Press 1934)  * Editor, with J. A. K. Thomson, Essays in Honour of Gilbert Murray (George Allen & Unwin 1936)  * A Study of History  *  Vol IV: The Breakdowns of Civilizations  *  Vol V: The Disintegrations of Civilizations  * Vol VI: The Disintegrations of Civilizations(Oxford University Press 1939)  * D. C. Somervell, A Study of History: Abridgement of Vols I-VI, with a preface by Toynbee (Oxford University Press 1946)  * Civilization on Trial (Oxford University Press 1948)  * The Prospects of Western Civilization (New York, Columbia University Press 1949). Lectures delivered at Columbia University on themes from a then-unpublished part of A Study of History. Published "by arrangement with Oxford University Press in an edition limited to 400 copies and not to be reissued".  * Albert Vann Fowler (editor), War and Civilization, Selections from A Study of History, with a preface by Toynbee (New York, Oxford University Press 1950)  * Introduction and translations, Twelve Men of Action in Greco-Roman History (Boston, Beacon Press 1952). Extracts from Thucydides, Xenophon, Plutarch and Polybius.  * The World and the West (Oxford University Press 1953). Reith Lectures for 1952.  * A Study of History  * Vol VII: Universal States; Universal Churches  * Vol VIII: Heroic Ages; Contacts between Civilizations in Space  * Vol IX: Contacts between Civilizations in Time; Law and Freedom in History; The Prospects of the Western Civilization  * Vol X: The Inspirations of Historians; A Note on Chronology(Oxford University Press 1954)  * An Historian's Approach to Religion (Oxford University Press 1956). Gifford Lectures, University of Edinburgh, 1952–1953.  * D. C. Somervell, A Study of History: Abridgement of Vols VII-X, with a preface by Toynbee (Oxford University Press 1957)  * Christianity among the Religions of the World (New York, Scribner 1957; London, Oxford University Press 1958). Hewett Lectures, delivered in 1956.  * Democracy in the Atomic Age (Melbourne, Oxford University Press under the auspices of the Australian Institute of International Affairs 1957). Dyason Lectures, delivered in 1956.  * East to West: A Journey round the World (Oxford University Press 1958)  * Hellenism: The History of a Civilization (Oxford University Press 1959, in Home University Library)  * With Edward D. Myers, A Study of History  * Vol XI: Historical Atlas and Gazetteer(Oxford University Press 1959)  * D. C. Somervell, A Study of History: Abridgement of Vols I-X in one volume, with a new preface by Toynbee and new tables (Oxford University Press 1960)  * A Study of History  * Vol XII: Reconsiderations(Oxford University Press 1961)  * Between Oxus and Jumna (Oxford University Press 1961)  * America and the World Revolution (Oxford University Press 1962). Public lectures delivered at the University of Pennsylvania, spring 1961.  * The Economy of the Western Hemisphere (Oxford University Press 1962). Weatherhead Foundation Lectures delivered at the University of Puerto Rico, February 1962.  * The Present-Day Experiment in Western Civilization (Oxford University Press 1962). Beatty Memorial Lectures delivered at McGill University, Montreal, 1961.The three sets of lectures published separately in the UK in 1962 appeared in New York in the same year in one volume under the title America and the World Revolution and Other Lectures, Oxford University Press.  * Universal States (New York, Oxford University Press 1963). Separate publication of part of Vol VII of A Study of History.  * With Philip Toynbee	http://nif.dbpedia.org/wiki/en/Arnold_J._Toynbee?dbpv=2016-10&nif=phrase&char=21446,21460
6211	Arnold J. Toynbee	Children	Philip Toynbee	Section	1	Philip Toynbee	exact	His first marriage was to Rosalind Murray (1890–1967), daughter of Gilbert Murray, in 1913; they had three sons, of whom Philip Toynbee	http://nif.dbpedia.org/wiki/en/Arnold_J._Toynbee?dbpv=2016-10&nif=phrase&char=2116,2130
6213	François Duvalier	Children	Simone Duvalier	Section	1	Simone Duvalier	exact	The United States occupation of Haiti, which began in 1915, left a powerful impression on the young Duvalier. He was also aware of the latent political power of the poor black majority and their resentment against the tiny mulatto elite. Duvalier supported Pan-African ideals, and became involved in the négritude movement of Haitian author Jean Price-Mars, both of which led to his advocacy of Haitian Vodou, an ethnological study of which later paid enormous political dividends for him. In 1938, Duvalier co-founded the journal Les Griots. In 1939, he married Simone Duvalier	http://nif.dbpedia.org/wiki/en/François_Duvalier?dbpv=2016-10&nif=phrase&char=2070,2085
6214	K. Balaji	Children	Suresh Balaje	Abstract	0	Suresh Balaje	exact	K. Balaji (5 August 1934 – 2 May 2009) was an Indian film producer and actor best known for his Tamil films, particularity films such as the Rajinikanth-starrer Billa (1980) and Kamal Haasan-starrer Vazhvey Maayam (1982). He was the father-in-law of actor Mohanlal. His son is the producer Suresh Balaje	http://nif.dbpedia.org/wiki/en/K._Balaji?dbpv=2016-10&nif=phrase&char=290,303
6214	K. Balaji	Children	Suresh Balaje	Section	3	Suresh Balaje	exact	He had three children — Suresh Balaje	http://nif.dbpedia.org/wiki/en/K._Balaji?dbpv=2016-10&nif=phrase&char=1949,1962
6215	John Browning	Children	Val A. Browning	Section	1.2	Val A. Browning	exact	John Browning was known as a dedicated and tireless innovator and experimenter who sought breakthrough consumer-oriented features and performance and reliability improvements in small arms designs. He did not retire from his career in his elder years, but dedicated his entire adult life—literally to his last day—to these pursuits. On November 26, 1926, while working at the bench on a self-loading pistol design for Fabrique Nationale de Herstal (FN) in Liège, he died of heart failure in the design shop of his son Val A. Browning	http://nif.dbpedia.org/wiki/en/John_Browning?dbpv=2016-10&nif=phrase&char=6289,6304
6216	Juan Antonio Samaranch	Children	Juan Antonio Samaranch Salisachs	Section	5	Juan Antonio Samaranch Salisachs	exact	Samaranch married María Teresa Salisachs Rowe, known as "Bibí" (26 December 1931 – 16 September 2000), on 1 December 1955. She died in Spain while he was attending the 2000 Summer Olympics in Sydney. Two children were born of this marriage: his elder child and daughter, María Teresa Samaranch Salisachs (born 1956), has been president of the Spanish Federation of Sports on Ice since 2005, while his younger child and son, Juan Antonio Samaranch Salisachs	http://nif.dbpedia.org/wiki/en/Juan_Antonio_Samaranch?dbpv=2016-10&nif=phrase&char=10759,10791
6217	Sun Yat-sen	Children	Sun Fo	Section	10	Sun Fo	exact	Sun had an arranged marriage with fellow villager Lu Muzhen at the age of 20. She bore him a son Sun Fo	http://nif.dbpedia.org/wiki/en/Sun_Yat-sen?dbpv=2016-10&nif=phrase&char=29310,29316
6221	Emilie Benes Brzezinski	Children	Mark Brzezinski	Section	2	Mark Brzezinski	exact	Shortly after graduating from Wellesley, Emilie Benes, herself a relative of Czechoslovakia's former president Edvard Beneš, married Zbigniew Brzezinski, a political scientist who served as an adviser to President Carter. The Brzezinskis have three children. Their oldest son, Ian Brzezinski, has served as Deputy Assistant Secretary of Defense for Europe and NATO Policy in 2001–2005, under President George W. Bush, among other roles. Their second son, Mark Brzezinski	http://nif.dbpedia.org/wiki/en/Emilie_Benes_Brzezinski?dbpv=2016-10&nif=phrase&char=1238,1253
6222	Charlotte Lamb	Children	Sarah Holland	Section	1.1	Sarah Holland	exact	In 1959, she married Richard Holland, then a Fleet Street journalist, later a sub-editor of The Times and a classical biographer. They had five children, including a set of twins: - Michael Holland, Sarah Holland	http://nif.dbpedia.org/wiki/en/Charlotte_Lamb?dbpv=2016-10&nif=phrase&char=1171,1184
6222	Charlotte Lamb	Children	Sarah Holland	Abstract	0	Sarah Holland	exact	Sheila Holland, née Sheila Ann Mary Coates (22 December 1937 in Dagenham, Essex, England – 8 October 2000 in Isle of Man) was best known under the pseudonym Charlotte Lamb as a prolific romantic novelist. She signed her novels with her married or maiden names – Sheila Holland, Sheila Coates – and under the pseudonyms Sheila Lancaster, Victoria Wolf and Laura Hardy. She was married to Richard Holland. They had five children, including a set of twins: - Michael Holland, Sarah Holland	http://nif.dbpedia.org/wiki/en/Charlotte_Lamb?dbpv=2016-10&nif=phrase&char=473,486
6226	Robert A. Schwartz	Children	Edmund Janniger	Section	4	Edmund Janniger	exact	In 1984, Schwartz married Camila Krysicka, a dermatologist and academic. Their son Edmund Janniger	http://nif.dbpedia.org/wiki/en/Robert_A._Schwartz?dbpv=2016-10&nif=phrase&char=6899,6914
6230	Su Tseng-chang	Children	Su Chiao-hui	Section	1	Su Chiao-hui	exact	Su is married to Chan Hsiu-ling (詹秀齡) with whom he has three daughters, one of which is Su Chiao-hui	http://nif.dbpedia.org/wiki/en/Su_Tseng-chang?dbpv=2016-10&nif=phrase&char=2431,2443
6231	David Nightingale Hicks	Children	Ashley Hicks	Section	3	Ashley Hicks	exact	 *  Edwina Victoria Louise Hicks (born 24 December 1961)  *  Ashley Hicks	http://nif.dbpedia.org/wiki/en/David_Nightingale_Hicks?dbpv=2016-10&nif=phrase&char=4091,4104
6232	Julia Nickson-Soul	Children	China Soul	Section	1	China Soul	exact	Nickson-Soul was born Julia Nickson in Singapore, to an English father and Chinese mother. She graduated from the Singapore American School and then attended the University of Hawaii. She was married to actor/singer David Soul from 1987 to 1993. They have one daughter, China Soul	http://nif.dbpedia.org/wiki/en/Julia_Nickson-Soul?dbpv=2016-10&nif=phrase&char=593,603
6235	Nandini Satpathy	Children	Suparno Satpathy	Section	6	Suparno Satpathy	exact	Her younger out of the two sons Tathagata Satpathy is a Biju Janata Dal politician and the editor of a daily newspaper — Dharitri. Her eldest of the four grandsons Suparno Satpathy	http://nif.dbpedia.org/wiki/en/Nandini_Satpathy?dbpv=2016-10&nif=phrase&char=4510,4526
6237	Richard Harris	Children	Jared Harris	Section	3	Jared Harris	exact	In 1957, Harris married Elizabeth Rees-Williams, daughter of David Rees-Williams, 1st Baron Ogmore. They had three children: actor Jared Harris	http://nif.dbpedia.org/wiki/en/Richard_Harris?dbpv=2016-10&nif=phrase&char=10338,10350
6238	Sir Gilbert Elliot, 2nd Baronet, of Minto	Children	Jean Elliot	Abstract	0	Jean Elliot	exact	 *  Sir Gilbert Elliot, 3rd Baronet (1722–1777), an advocate, politician  *  Jean Elliot	http://nif.dbpedia.org/wiki/en/Sir_Gilbert_Elliot,_2nd_Baronet,_of_Minto?dbpv=2016-10&nif=phrase&char=744,756
6239	Eddie Fisher (singer)	Children	Joely Fisher	Section	3	Joely Fisher	exact	 *  Debbie Reynolds (1955–1959; divorced)  *  Carrie Fisher (born 1956)  *  Todd Fisher (born 1958)  *  Elizabeth Taylor (1959–1964; divorced)  *  Connie Stevens (1967–1969; divorced)  *  Joely Fisher	http://nif.dbpedia.org/wiki/en/Eddie_Fisher_(singer)?dbpv=2016-10&nif=phrase&char=6420,6433
6239	Eddie Fisher (singer)	Children	Joely Fisher	Abstract	0	Joely Fisher	exact	Fisher left his first wife, actress Debbie Reynolds, to marry Reynolds' best friend, actress Elizabeth Taylor, when Taylor's husband, film producer Mike Todd, died. This event garnered scandalous and unwelcome publicity for Fisher. He later married Connie Stevens. Fisher is the father of Carrie Fisher and Todd Fisher (with Reynolds), Joely Fisher	http://nif.dbpedia.org/wiki/en/Eddie_Fisher_(singer)?dbpv=2016-10&nif=phrase&char=565,577
6240	Prescott Bush	Children	Jonathan Bush	Section	4	Jonathan Bush	exact	Prescott Bush married Dorothy Walker on August 6, 1921, in Kennebunkport, Maine. They had five children: Prescott S. Bush, Jr. (August 10, 1922 – June 23, 2010), George H. W. Bush (b. 1924, named after Dorothy's father George Herbert Walker), Nancy Bush (b. 1926), Jonathan Bush	http://nif.dbpedia.org/wiki/en/Prescott_Bush?dbpv=2016-10&nif=phrase&char=8406,8419
6241	George Calvert, 1st Baron Baltimore	Children	Leonard Calvert	Abstract	0	Leonard Calvert	exact	Calvert took an interest in the British colonisation of the Americas, at first for commercial reasons and later to create a refuge for English Catholics. He became the proprietor of Avalon, the first sustained English settlement on the southeastern peninsula on the island of Newfoundland (off the eastern coast of modern Canada). Discouraged by its cold and sometimes inhospitable climate and the sufferings of the settlers, Sir George looked for a more suitable spot further south and sought a new royal charter to settle the region, which would become the state of Maryland. Calvert died five weeks before the new Charter was sealed, leaving the settlement of the Maryland colony to his son Cecil, (1605–1675). His second son Leonard Calvert	http://nif.dbpedia.org/wiki/en/George_Calvert,_1st_Baron_Baltimore?dbpv=2016-10&nif=phrase&char=1505,1520
6243	Frances Folsom Cleveland Preston	Children	Ruth Cleveland	Section	3	Ruth Cleveland	exact	 *  Ruth Cleveland	http://nif.dbpedia.org/wiki/en/Frances_Folsom_Cleveland_Preston?dbpv=2016-10&nif=phrase&char=4042,4057
6244	James Caan	Children	Scott Caan	Section	2.6	Scott Caan	exact	In 2012, Caan was a guest-star on the re-imagined Hawaii Five-0, playing opposite his son, Scott Caan	http://nif.dbpedia.org/wiki/en/James_Caan?dbpv=2016-10&nif=phrase&char=7868,7878
6244	James Caan	Children	Scott Caan	Section	4	Scott Caan	exact	Caan has been married four times. In 1961, he married Dee Jay Mathis; they divorced in 1966. They had a daughter, Tara (born 1964). Caan's second marriage to Sheila Marie Ryan (a former girlfriend of Elvis Presley) in 1976 was short-lived; they divorced the following year. Their son, Scott Caan	http://nif.dbpedia.org/wiki/en/James_Caan?dbpv=2016-10&nif=phrase&char=9659,9669
6245	Satyavati	Children	Vichitravirya	Abstract	0	Vichitravirya	exact	Later King Shantanu, captivated by her fragrance and beauty, fell in love with Satyavati. She married Shantanu on condition that their children inherit the throne, denying the birthright of Shantanu's eldest son (and crown prince) Bhishma. Satyavati bore Shantanu two children, Chitrangada and Vichitravirya	http://nif.dbpedia.org/wiki/en/Satyavati?dbpv=2016-10&nif=word&char=1445,1458
6245	Satyavati	Children	Vichitravirya	Section	5	Vichitravirya	exact	After their marriage, Satyavati bore Shantanu two sons: Chitrangada and Vichitravirya	http://nif.dbpedia.org/wiki/en/Satyavati?dbpv=2016-10&nif=word&char=8713,8726
6246	Shantanu	Children	Vichitravirya	Section	4	Vichitravirya	exact	King Shantanu was unable to give his word on accession as his eldest son Devavrata was the heir to the throne. However, Devavrata came to know about this and for the sake of his father, gave his word to the chief that he would renounce all his claims to the throne, in favour of Satyavati's children. To reassure the skeptical chief, further he also vowed lifelong celibacy to ensure that future generations borne of Satyavati would also not be challenged by his offsprings. Upon hearing this vow he immediately agreed to the marriage of Satyavati and Shantanu. Devavrata was named as Bhishma (one who has taken a terrible vow) by the celestials because of the terrible oath he took. Upon returning with Satyavati to Hastinapura he told about his vow to his father. Upon hearing about this Shantanu became highly impressed and gave him a boon that he will only die if he chooses so. Shantanu and Satyavati went on to have two sons, Chitrāngada and Vichitravirya	http://nif.dbpedia.org/wiki/en/Shantanu?dbpv=2016-10&nif=word&char=6974,6987
6249	Lady Augusta Murray	Children	Augusta Emma d'Este	Section	2	Augusta Emma d'Este	exact	 * Augustus Frederick d'Este (13 January 1794 — 28 December 1848)  * Augusta Emma d'Este	http://nif.dbpedia.org/wiki/en/Lady_Augusta_Murray?dbpv=2016-10&nif=phrase&char=1287,1306
6250	S. A. Ashokan	Children	Vincent Asokan	Section	4	Vincent Asokan	exact	Ashokan was married to Mary Gnanam (originally named Saraswathi), despite her parents' disapproval. They had two sons. On 11 November 1982, he died when his son Vincent Asokan	http://nif.dbpedia.org/wiki/en/S._A._Ashokan?dbpv=2016-10&nif=phrase&char=3776,3790
6253	Jim Van Fossen	Children	Jamie Van Fossen	Abstract	0	Jamie Van Fossen	exact	James "Jim" Van Fossen was a Republican member of the Iowa House of Representatives, from the 84th district, first elected in 2002. Democrat Elesha Gayman defeated him in the Iowa House of Representatives elections, 2006. Van Fossen retired from the Davenport, Iowa police department in 2000 with the rank of Captain. His son, Jamie Van Fossen	http://nif.dbpedia.org/wiki/en/Jim_Van_Fossen?dbpv=2016-10&nif=phrase&char=327,343
