number of equals = 1350
number of contains = 605
notInAbstractList = 8272
Appoaches:
	Sbj-Obj = 1564
	Pronoun-Obj = 391
Extraction:
	In Sentence = 1914
	In Paragraph = 41
Blank Sentences = 5
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	Abstract	In Sentence	Sbj-Obj		poet	http://dbpedia.org/resource/Edmund_Waller	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Poet	Waller was a precocious poet	Edmund Waller, FRS (3 March 1606 – 21 October 1687) was an English poet and politician who sat in the House of Commons at various times between 1624 and 1679.He was educated at Eton and King's College, Cambridge. He entered Parliament early and was at first an active member of the opposition. In 1631 he married a London heiress who died in 1634. Later he became a Royalist, and in 1643 was leader in a plot to seize London for Charles I. For this he was imprisoned, fined, and banished. He made his peace with *Cromwell in 1651, returned to England, and was restored to favour at the Restoration.After the death of his first wife he unsuccessfully courted Lady Dorothy Sidney, the 'Sacharissa' of his poems; he married Mary Bracey as his second wife in 1644. Waller was a precocious poet; he wrote, probably as early as 1625, a complimentary piece on His Majesty's Escape at St Andere (Prince Charles's escape from shipwreck at Santander) in heroic couplets, one of the first examples of a form that prevailed in English poetry for some two centuries. His verse, much of it occupied with praise of Sacharissa, Lady Carlisle, and others, is of a polished simplicity; *Dryden repeatedly praised his 'sweetness', describing him as 'the father of our English numbers', and linking his name with Denham's as poets who brought in the *Augustan age.His early poems include 'On a Girdle' and 'Go, lovely rose'; his later Instructions to a Painter (1666, on thebattle of Sole Bay) and 'Of the Last Verses in the Book', containing the famous lines, 'The Soul's dark cottage, battered and decayed, I Lets in new light through chinks that time hath made.' His Poems first appeared in 1645, Divine Poems in 1685, and Poems,. As a member of Parliament during the political turmoil of the 1640s, he was arrested for his part in a plot to establish London as a stronghold of the king; by betraying his colleagues and by lavish bribes, he avoided death. He later wrote poetic tributes to both Oliver Cromwell (1655) and Charles II (1660). Rejecting the dense intellectual verse of Metaphysical poetry, he adopted generalizing statement, easy associative development, and urbane social comment. With his emphasis on definitive phrasing through inversion and balance, he prepared the way for the emergence of the heroic couplet. By the end of the 17th century the heroic couplet was the dominant form of English poetry. Waller's lyrics include the well-known "Go, lovely Rose!".	
Equal	Abstract	In Sentence	Sbj-Obj		inventor	http://dbpedia.org/resource/Emile_Berliner	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Inventor	Emile Berliner (May 20, 1851 – August 3, 1929), originally Emil Berliner, was a German-American inventor	Emile Berliner (May 20, 1851 – August 3, 1929), originally Emil Berliner, was a German-American inventor. He is best known for inventing the phonograph record (called gramophone record in British English and originally also in American English) and the gramophone. He founded the Berliner Gramophone Company in 1895, The Gramophone Company in London, England, in 1897, Deutsche Grammophon in Hanover, Germany, in 1898 and Berliner Gram-o-phone Company of Canada in Montreal in 1899 (chartered in 1904).	
Contains	Abstract	In Sentence	Pronoun-Obj		Gibson Girl	http://dbpedia.org/resource/Evelyn_Nesbit	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Girl	(**her=Evelyn Nesbit**): Her career began in her early teens in Philadelphia and continued in New York, where she posed for a cadre of respected artists of the era, James Carroll Beckwith, Frederick S. Church, and notably Charles Dana Gibson, who idealized her as a "Gibson Girl	Florence Evelyn Nesbit (December 25, 1884 – January 17, 1967), known professionally as Evelyn Nesbit, was a popular American chorus girl, an artists' model, and an actress. In the early part of the 20th century, the figure and face of Evelyn Nesbit was everywhere, appearing in mass circulation newspaper and magazine advertisements, on souvenir items and calendars, making her a cultural celebrity. Her career began in her early teens in Philadelphia and continued in New York, where she posed for a cadre of respected artists of the era, James Carroll Beckwith, Frederick S. Church, and notably Charles Dana Gibson, who idealized her as a "Gibson Girl". She had the distinction of being an early "live model", in an era when fashion photography as an advertising medium was just beginning its ascendancy. Nesbit claimed that as a stage performer, and while still a 14-year-old, she attracted the attention of the then 47-year-old architect and New York socialite Stanford White, who first gained the family's trust then sexually assaulted Evelyn while she was unconscious. Nesbit achieved world-wide notoriety when her husband, multi-millionaire Harry Kendall Thaw, shot and murdered Stanford White on the rooftop theatre of Madison Square Garden on the evening of June 25, 1906, leading to what the press would call "The Trial of the Century".	
Contains	Abstract	In Sentence	Pronoun-Obj		Olivier Award for Best Actress	http://dbpedia.org/resource/Fiona_Shaw	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Fiona Shaw**): She has worked extensively with the Royal Shakespeare Company and the National Theatre, twice winning the Olivier Award for Best Actress	Fiona Shaw, CBE (born Fiona Mary Wilson; 10 July 1958) is an Irish actress and theatre and opera director, known for her role as Petunia Dursley in the Harry Potter films and her role as Marnie Stonebrook in season four of the HBO series True Blood (2011). She has worked extensively with the Royal Shakespeare Company and the National Theatre, twice winning the Olivier Award for Best Actress; for various roles including Electra in 1990, and for Machinal in 1994. She won the 1997 Drama Desk Award for Outstanding Solo Performance for The Waste Land. Her other stage work includes playing the title role in Medea, both in the West End and on Broadway (2001–02). She was awarded an Honorary CBE in 2001.	
Equal	Abstract	In Sentence	Sbj-Obj		actor	http://dbpedia.org/resource/Fulton_Mackay	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Fulton Beith Mackay OBE (12 August 1922 – 6 June 1987) was a Scottish actor	William Fulton Beith Mackay OBE (12 August 1922 – 6 June 1987) was a Scottish actor and playwright, best known for his role as prison officer Mr. Mackay in the 1970s sitcom Porridge.	
Contains	Abstract	In Sentence	Sbj-Obj		Saturn Award for Best Actor	http://dbpedia.org/resource/Gary_Oldman	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Oldman increasingly starred as offshore characters, playing an Irish American gangster in State of Grace (1990), Lee Harvey Oswald in JFK (1991), and Count Dracula in Bram Stoker's Dracula (1992), which earned him the Saturn Award for Best Actor	Gary Leonard Oldman (born 21 March 1958) is an English actor, filmmaker, musician and author who has performed in theatre, film and television. Known for his "big"  and on-screen diversity, Oldman has been cited as the best British actor of his generation. Oldman began acting on stage in 1979, and gained his first starring film role in Meantime (1983). He continued to lead an award-winning theatre career, during which he performed at London's Royal Court and was a member of the Royal Shakespeare Company, with credits including The Massacre at Paris (1980), Entertaining Mr Sloane (1983), Saved (1983), Women Beware Women (1986), The Country Wife (1987) and Hamlet (1987). Oldman's portrayals of Sid Vicious in Sid and Nancy (1986), Joe Orton in Prick Up Your Ears (1987), a football firm leader in The Firm (1989) and the titular Rosencrantz in Rosencrantz & Guildenstern Are Dead (1990) established him as a screen actor, with his reading of Orton bringing a BAFTA Award nomination. From the late 1980s, Oldman increasingly starred as offshore characters, playing an Irish American gangster in State of Grace (1990), Lee Harvey Oswald in JFK (1991), and Count Dracula in Bram Stoker's Dracula (1992), which earned him the Saturn Award for Best Actor. Oldman went on to star as the antagonist of films such as True Romance (1993), The Fifth Element (1997), Air Force One (1997), and The Contender (2000), for which he garnered a Screen Actors Guild Award nomination; corrupt DEA agent Norman Stansfield, whom Oldman portrayed in Léon: The Professional (1994), has been ranked as one of cinema's greatest villains. He meanwhile gave a critically acclaimed reading of Ludwig van Beethoven in Immortal Beloved (1994). In the 21st century, Oldman is known for his roles as Sirius Black in the Harry Potter series; James Gordon in The Dark Knight Trilogy; Lord Shen in Kung Fu Panda 2 (2011); George Smiley in Tinker Tailor Soldier Spy (2011), which brought Academy and BAFTA Award nominations for Best Actor; and a human leader in Dawn of the Planet of the Apes (2014). Motion pictures in which he has starred have grossed over $10.6 billion. In 2011, Empire readers voted Oldman the recipient of the Empire Icon Award. He will portray Winston Churchill in Darkest Hour (2017). Outside of acting in film, Oldman wrote and directed the double BAFTA Award-winning, Palme d'Or-nominated Nil by Mouth (1997); made an Emmy Award-nominated guest appearance in the Friends two-part episode "The One with Monica and Chandler's Wedding" (2001); featured in music videos for David Bowie, Guns N' Roses and Annie Lennox; and provided the voice of Viktor Reznov in the Call of Duty video game series.	
Contains	Abstract	In Sentence	Sbj-Obj		Screen Actors Guild Award	http://dbpedia.org/resource/Gary_Oldman	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Oldman went on to star as the antagonist of films such as True Romance (1993), The Fifth Element (1997), Air Force One (1997), and The Contender (2000), for which he garnered a Screen Actors Guild Award	Gary Leonard Oldman (born 21 March 1958) is an English actor, filmmaker, musician and author who has performed in theatre, film and television. Known for his "big"  and on-screen diversity, Oldman has been cited as the best British actor of his generation. Oldman began acting on stage in 1979, and gained his first starring film role in Meantime (1983). He continued to lead an award-winning theatre career, during which he performed at London's Royal Court and was a member of the Royal Shakespeare Company, with credits including The Massacre at Paris (1980), Entertaining Mr Sloane (1983), Saved (1983), Women Beware Women (1986), The Country Wife (1987) and Hamlet (1987). Oldman's portrayals of Sid Vicious in Sid and Nancy (1986), Joe Orton in Prick Up Your Ears (1987), a football firm leader in The Firm (1989) and the titular Rosencrantz in Rosencrantz & Guildenstern Are Dead (1990) established him as a screen actor, with his reading of Orton bringing a BAFTA Award nomination. From the late 1980s, Oldman increasingly starred as offshore characters, playing an Irish American gangster in State of Grace (1990), Lee Harvey Oswald in JFK (1991), and Count Dracula in Bram Stoker's Dracula (1992), which earned him the Saturn Award for Best Actor. Oldman went on to star as the antagonist of films such as True Romance (1993), The Fifth Element (1997), Air Force One (1997), and The Contender (2000), for which he garnered a Screen Actors Guild Award nomination; corrupt DEA agent Norman Stansfield, whom Oldman portrayed in Léon: The Professional (1994), has been ranked as one of cinema's greatest villains. He meanwhile gave a critically acclaimed reading of Ludwig van Beethoven in Immortal Beloved (1994). In the 21st century, Oldman is known for his roles as Sirius Black in the Harry Potter series; James Gordon in The Dark Knight Trilogy; Lord Shen in Kung Fu Panda 2 (2011); George Smiley in Tinker Tailor Soldier Spy (2011), which brought Academy and BAFTA Award nominations for Best Actor; and a human leader in Dawn of the Planet of the Apes (2014). Motion pictures in which he has starred have grossed over $10.6 billion. In 2011, Empire readers voted Oldman the recipient of the Empire Icon Award. He will portray Winston Churchill in Darkest Hour (2017). Outside of acting in film, Oldman wrote and directed the double BAFTA Award-winning, Palme d'Or-nominated Nil by Mouth (1997); made an Emmy Award-nominated guest appearance in the Friends two-part episode "The One with Monica and Chandler's Wedding" (2001); featured in music videos for David Bowie, Guns N' Roses and Annie Lennox; and provided the voice of Viktor Reznov in the Call of Duty video game series.	
Contains	Abstract	In Sentence	Pronoun-Obj		Academy Award for Best Actress	http://dbpedia.org/resource/Geena_Davis	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Geena Davis**): She was nominated for an Academy Award for Best Actress	Virginia Elizabeth "Geena" Davis (born January 21, 1956) is an American actress, film producer, writer, former fashion model, and former archer. She is known for her roles in The Fly (1986), Beetlejuice (1988), Thelma & Louise (1991), A League of Their Own (1992), The Long Kiss Goodnight (1996), Stuart Little (1999), and The Accidental Tourist, for which she won the 1988 Academy Award for Best Supporting Actress. In 2005, Davis won the Golden Globe Award for Best Actress – Television Series Drama for her role in Commander in Chief. In 2014, she returned to television portraying Dr. Nicole Herman in Grey's Anatomy. She was nominated for an Academy Award for Best Actress along with her co-star Susan Sarandon for Thelma and Louise.	
Contains	Abstract	In Sentence	Sbj-Obj		Golden Globe Award for Best Actress – Television Series Drama	http://dbpedia.org/resource/Geena_Davis	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	Davis won the Golden Globe Award for Best Actress – Television Series Drama	Virginia Elizabeth "Geena" Davis (born January 21, 1956) is an American actress, film producer, writer, former fashion model, and former archer. She is known for her roles in The Fly (1986), Beetlejuice (1988), Thelma & Louise (1991), A League of Their Own (1992), The Long Kiss Goodnight (1996), Stuart Little (1999), and The Accidental Tourist, for which she won the 1988 Academy Award for Best Supporting Actress. In 2005, Davis won the Golden Globe Award for Best Actress – Television Series Drama for her role in Commander in Chief. In 2014, she returned to television portraying Dr. Nicole Herman in Grey's Anatomy. She was nominated for an Academy Award for Best Actress along with her co-star Susan Sarandon for Thelma and Louise.	
Contains	Abstract	In Sentence	Pronoun-Obj		Academy Award for Best Supporting Actress	http://dbpedia.org/resource/Geena_Davis	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Geena Davis**): She is known for her roles in The Fly (1986), Beetlejuice (1988), Thelma & Louise (1991), A League of Their Own (1992), The Long Kiss Goodnight (1996), Stuart Little (1999), and The Accidental Tourist, for which she won the 1988 Academy Award for Best Supporting Actress	Virginia Elizabeth "Geena" Davis (born January 21, 1956) is an American actress, film producer, writer, former fashion model, and former archer. She is known for her roles in The Fly (1986), Beetlejuice (1988), Thelma & Louise (1991), A League of Their Own (1992), The Long Kiss Goodnight (1996), Stuart Little (1999), and The Accidental Tourist, for which she won the 1988 Academy Award for Best Supporting Actress. In 2005, Davis won the Golden Globe Award for Best Actress – Television Series Drama for her role in Commander in Chief. In 2014, she returned to television portraying Dr. Nicole Herman in Grey's Anatomy. She was nominated for an Academy Award for Best Actress along with her co-star Susan Sarandon for Thelma and Louise.	
Equal	Abstract	In Sentence	Sbj-Obj		philologist	http://dbpedia.org/resource/Georg_Friedrich_Creuzer	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Philologist	Georg Friedrich Creuzer (German: [ˈkʀɔɪtsɐ]; 10 March 1771 – 6 February 1858) was a German philologist	Georg Friedrich Creuzer (German: [ˈkʀɔɪtsɐ]; 10 March 1771 – 6 February 1858) was a German philologist and archaeologist. He was born at Marburg, the son of a bookbinder. After studying at Marburg and at the University of Jena, he went to Leipzig as a private tutor; but in 1802 he was appointed professor at Marburg, and two years later professor of philology and ancient history at Heidelberg. He held the latter position for nearly forty-five years, with the exception of a short time spent at the University of Leiden, where his health was affected by the Dutch climate. He was one of the principal founders of the Philological Seminary established at Heidelberg in 1807. The Académie des Inscriptions et Belles-Lettres, Paris, appointed him one of its members, and from the Grand Duke of Baden he received the dignity of privy councillor. Creuzer's first and most famous work was his Symbolik und Mythologie der alten Völker, besonders der Griechen (1810–12, 2nd ed. 1819, 3rd ed. 1837), in which he maintained that the mythology of Homer and Hesiod came from an Eastern source through the Pelasgians, and reflected the symbolism of an ancient revelation; as a reconciliation with Judeo-Christian religion, it was, Walter Burkert has said, "the last large-scale and thoroughly unavailing endeavor of this kind." This work ran counter to the ideology of romantic nationalism, which held literature and culture to be intimately connected with a Volk, epitomized by Karl Otfried Müller's concept of a Greek Stammeskultur, a Greek "tribal culture". For this and the next generations, "origins and organic development rather than reciprocal cultural influences became the key to understanding." Creuzer's work was vigorously attacked by Johann Gottfried Jakob Hermann in his Briefen über Homer und Hesiod, and in his letter, addressed to Creuzer, Über das Wesen und die Behandlung der Mythologie; by Johann Heinrich Voss in his Antisymbolik; and by Christian Lobeck in his Aglaophamus. It was briefly praised, however, by Hegel in his Philosophy of Right. Creuzer's other works include:  * an edition of Plotinus  * a partial edition of Cicero, in preparing which he was assisted by Moser  * Die historische Kunst der Griechen (1803)  * Epochen der griechischen Literaturgeschichte (1802)  * Abriss der römischen Antiquitaten (1824)  * Zur Geschichte altrömischer Cultur am Oberrhein und Neckar (1833)  * Zur Gemmenkunde (1834)  * Das Mithreum von Neuenheim (1838)  * Zur Galerie der alten Dramatiker (1839)  * Zur Geschichte der classischen Philologie (1854). See the autobiographical Aus dem Leben eines alten Professors (Leipzig and Darmstadt, 1848), to which was added in the year of his death Paralipomena der Lebenskunde eines alten Professors (Frankfurt, 1858); also Starck, Friederich Kreuzer, sein Bildungsgang und seine bleibende Bedeutung (Heidelberg, 1875).	
Equal	Abstract	In Sentence	Sbj-Obj		actress	http://dbpedia.org/resource/Gloria_Foster	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	Gloria Foster (November 15, 1933 – September 29, 2001) was an American actress	Gloria Foster (November 15, 1933 – September 29, 2001) was an American actress, most known for her stage performances both on and off Broadway, including her acclaimed roles in plays In White America and Having Our Say, winning three Obie Awards during her career. In films, she was perhaps best known as the Oracle in The Matrix (1999) and The Matrix Reloaded (2003), the latter film being her last. Gloria Foster also played the role of the mother of Yusef Bell in the mini series The Atlanta Child Murders which aired in 1985.	
Equal	Abstract	In Sentence	Sbj-Obj		mathematician	http://dbpedia.org/resource/Graham_Nelson	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Mathematician	Graham A. Nelson (born 1968) is a British mathematician	Graham A. Nelson (born 1968) is a British mathematician and poet and the creator of the Inform design system for creating interactive fiction (IF) games. He has also authored several IF games, including the acclaimed Curses (1993) and Jigsaw (1995), using the experience of writing Curses in particular to expand the range of verbs that Inform is capable of understanding. He has been described by The New York Times as "ornately literate." Nelson is the author of the Inform Designer's Manual, which includes one of the first published works of interactive fiction theory, an essay titled "The Craft of Adventure". He has also written several important essays on interactive fiction in the field. He is one of a very small number of individuals (such as Andrew Plotkin) who are celebrated both for their creative and their technical contributions to the homebrew IF scene. Nelson studied at Selwyn College, Cambridge and Magdalen College, Oxford, before becoming a fellow in pure mathematics at St Anne's College, Oxford. He co-edited Oxford Poetry and in 1997 received an Eric Gregory Award from the Society of Authors for his poetry. As of 2004 he was managing editor of Legenda, the imprint of the Modern Humanities Research Association (MHRA).	
Equal	Abstract	In Sentence	Sbj-Obj		suffragette	http://dbpedia.org/resource/Christabel_Pankhurst	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Suffragette	Christabel Harriette Pankhurst, DBE (/ˈpæŋkhərst/; 22 September 1880 – 13 February 1958), was a suffragette	Dame Christabel Harriette Pankhurst, DBE (/ˈpæŋkhərst/; 22 September 1880 – 13 February 1958), was a suffragette born in Manchester, England. A co-founder of the Women's Social and Political Union (WSPU), she directed its militant actions from exile in France from 1912 to 1913. In 1914 she supported the war against Germany. After the war she moved to the United States, where she worked as an evangelist for the Second Adventist movement.	
Equal	Abstract	In Sentence	Sbj-Obj		philosopher	http://dbpedia.org/resource/Damião_de_Góis	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Philosopher	Damião de Góis (Portuguese pronunciation: [dɐmiˈɐ̃w̃ dɨ ˈɡɔjʃ]) (February 2, 1502 – January 30, 1574), born in Alenquer, Portugal, was an important Portuguese humanist philosopher	Damião de Góis (Portuguese pronunciation: [dɐmiˈɐ̃w̃ dɨ ˈɡɔjʃ]) (February 2, 1502 – January 30, 1574), born in Alenquer, Portugal, was an important Portuguese humanist philosopher. He was a friend and student of Erasmus. He was appointed secretary to the Portuguese factory in Antwerp in 1523 by King John III of Portugal. He compiled one of the first accounts on Ethiopian Christianity.	
Equal	Abstract	In Sentence	Sbj-Obj		businessman	http://dbpedia.org/resource/Francis_Cabot_Lowell_(businessman)	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Businessman	Francis Cabot Lowell (April 7, 1775 – August 10, 1817) was an American businessman	Francis Cabot Lowell (April 7, 1775 – August 10, 1817) was an American businessman for whom the city of Lowell, Massachusetts, is named. He was instrumental in bringing the Industrial Revolution to the United States.	
Equal	Abstract	In Sentence	Sbj-Obj		conquistador	http://dbpedia.org/resource/Gonzalo_Pizarro	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Conquistador	Gonzalo Pizarro y Alonso (1510 – April 10, 1548) was a Spanish conquistador	Gonzalo Pizarro y Alonso (1510 – April 10, 1548) was a Spanish conquistador and younger paternal half-brother of Francisco Pizarro, the conqueror of the Inca Empire. Bastard son of Captain Gonzalo Pizarro y Rodríguez de Aguilar (senior) (1446–1522) who as colonel of infantry served in the Italian campaigns under Gonzalo Fernández de Córdoba, and in Navarre, with some distinction, and María Alonso, from Trujillo. He was the half brother of Francisco and Hernándo Pizarro and the full brother of Juan Pizarro.	
Contains	Abstract	In Sentence	Pronoun-Obj		Screen Actors Guild Award for Best Actress	http://dbpedia.org/resource/Annette_Bening	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Annette Bening**): She won the BAFTA Award for Best Actress	Annette Carol Bening (born May 29, 1958) is an American actress. She began her career on stage with the Colorado Shakespeare Festival company in 1980, and played Lady Macbeth in 1984 at the American Conservatory Theatre. She was nominated for the 1987 Tony Award for Best Featured Actress in a Play for her Broadway debut in Coastal Disturbances. She is a four-time Academy Award nominee; for the films The Grifters (1990), American Beauty (1999), Being Julia (2004) and The Kids Are All Right (2010). In 2006, she received a star on the Hollywood Walk of Fame. After her film debut in the 1988 film The Great Outdoors, she starred in Valmont (1989), Bugsy (1991), The American President (1995), The Siege (1998), Open Range (2003) and Running with Scissors (2006). She won the BAFTA Award for Best Actress and the Screen Actors Guild Award for Best Actress for American Beauty; Golden Globe Awards for Being Julia and The Kids Are All Right, and was nominated for a 2006 Emmy Award for Mrs. Harris.	
Contains	Abstract	In Sentence	Pronoun-Obj		Tony Award for Best Featured Actress in a Play	http://dbpedia.org/resource/Annette_Bening	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Annette Bening**): She was nominated for the 1987 Tony Award for Best Featured Actress	Annette Carol Bening (born May 29, 1958) is an American actress. She began her career on stage with the Colorado Shakespeare Festival company in 1980, and played Lady Macbeth in 1984 at the American Conservatory Theatre. She was nominated for the 1987 Tony Award for Best Featured Actress in a Play for her Broadway debut in Coastal Disturbances. She is a four-time Academy Award nominee; for the films The Grifters (1990), American Beauty (1999), Being Julia (2004) and The Kids Are All Right (2010). In 2006, she received a star on the Hollywood Walk of Fame. After her film debut in the 1988 film The Great Outdoors, she starred in Valmont (1989), Bugsy (1991), The American President (1995), The Siege (1998), Open Range (2003) and Running with Scissors (2006). She won the BAFTA Award for Best Actress and the Screen Actors Guild Award for Best Actress for American Beauty; Golden Globe Awards for Being Julia and The Kids Are All Right, and was nominated for a 2006 Emmy Award for Mrs. Harris.	
Contains	Abstract	In Sentence	Pronoun-Obj		BAFTA Award for Best Actress	http://dbpedia.org/resource/Annette_Bening	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Annette Bening**): She won the BAFTA Award for Best Actress	Annette Carol Bening (born May 29, 1958) is an American actress. She began her career on stage with the Colorado Shakespeare Festival company in 1980, and played Lady Macbeth in 1984 at the American Conservatory Theatre. She was nominated for the 1987 Tony Award for Best Featured Actress in a Play for her Broadway debut in Coastal Disturbances. She is a four-time Academy Award nominee; for the films The Grifters (1990), American Beauty (1999), Being Julia (2004) and The Kids Are All Right (2010). In 2006, she received a star on the Hollywood Walk of Fame. After her film debut in the 1988 film The Great Outdoors, she starred in Valmont (1989), Bugsy (1991), The American President (1995), The Siege (1998), Open Range (2003) and Running with Scissors (2006). She won the BAFTA Award for Best Actress and the Screen Actors Guild Award for Best Actress for American Beauty; Golden Globe Awards for Being Julia and The Kids Are All Right, and was nominated for a 2006 Emmy Award for Mrs. Harris.	
Contains	Abstract	In Sentence	Pronoun-Obj		Michel Bellemare	http://dbpedia.org/resource/Eugène_Bellemare	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Bellemare	(**his=Eugène Bellemare**): His son Michel Bellemare	Eugène Bellemare (born April 6, 1932) is a Canadian politician. Bellemare is a former Member of Parliament of the Liberal Party of Canada in the Canadian House of Commons, representing the riding of Ottawa—Orléans between 2000 and 2004 and previously Carleton—Gloucester from 1988 to 2000. Bellemare is a former administrator and teacher. He is a former parliamentary secretary to the Minister for International Cooperation. Bellemare lost his riding nomination battle to Marc Godbout for the 2004 election. He was one of only eight Liberal MPs to lose their party nomination battle for the 2004 election. His son Michel Bellemare was an Ottawa city councillor. Before entering federal politics, Bellemare served on the council for the Regional Municipality of Ottawa-Carleton from 1980 to 1985 and the township and then city council for Gloucester from 1966 to 1988. Bellemare endorsed Dalton McGuinty's bid to lead the Ontario Liberal Party in 1996 (Canada NewsWire, 19 August 1996).	
Equal	Abstract	In Sentence	Sbj-Obj		poet	http://dbpedia.org/resource/Francisco_de_Sá_de_Miranda	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Poet	Francisco de Sá de Miranda (28 August 1481 – 17 May 1558; Portuguese pronunciation: [fɾɐ̃ˈsiʃku dɨ ˈsa dɨ miˈɾɐ̃ðɐ]) was a Portuguese poet	For the 19th century Venezuelan politician with similar name, see Francisco de Miranda Francisco de Sá de Miranda (28 August 1481 – 17 May 1558; Portuguese pronunciation: [fɾɐ̃ˈsiʃku dɨ ˈsa dɨ miˈɾɐ̃ðɐ]) was a Portuguese poet of the Renaissance.	
Equal	Abstract	In Sentence	Sbj-Obj		actor	http://dbpedia.org/resource/Bartolomeo_Pagano	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Bartolomeo Pagano (27 September 1878 - 24 June 1947) was an Italian motion picture actor	Bartolomeo Pagano (27 September 1878 - 24 June 1947) was an Italian motion picture actor. Before his cinema career, Pagano was a stevedore who worked at the port of Genoa. There, he was discovered and selected to play the role of Maciste, a muscular slave, in the silent movie classic Cabiria in 1914. As the originator of this role, he went on to play the character for the next 14 years in a series of sequels. Pagano became an international star, and legally changed his name to Maciste. The actor retired from films in 1926 to marry and raise a family in his home town of Genoa. He died there, aged 68, and is buried on the family estate in Italy.	
Equal	Abstract	In Sentence	Sbj-Obj		comedian	http://dbpedia.org/resource/Ed_Wynn	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Comedian	Ed Wynn (born Isaiah Edwin Leopold on November 9, 1886 – June 19, 1966) was an American actor and comedian	Ed Wynn (born Isaiah Edwin Leopold on November 9, 1886 – June 19, 1966) was an American actor and comedian noted for his Perfect Fool comedy character, his pioneering radio show of the 1930s, and his later career as a dramatic actor. Wynn began his career in vaudeville in 1903 and was a star of the Ziegfeld Follies starting in 1914. During The Follies of 1915, W. C. Fields allegedly caught Wynn mugging for the audience under the table during his "Pool Room" routine and knocked him unconscious with his cue. Wynn wrote, directed, and produced many Broadway shows in the subsequent decades, and was known for his silly costumes and props as well as for the giggly, wavering voice he developed for the 1921 musical review, The Perfect Fool.	
Contains	Abstract	In Sentence	Pronoun-Obj		Academy Award for Best Actress	http://dbpedia.org/resource/Bessie_Love	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**her=Bessie Love**): Her performance in The Broadway Melody (1929) earned her a nomination for the Academy Award for Best Actress	Bessie Love (September 10, 1898 – April 26, 1986) was an American motion picture actress who achieved prominence mainly in the silent films and early talkies. With a small frame and delicate features, she played innocent young girls, flappers, and wholesome leading ladies. Her performance in The Broadway Melody (1929) earned her a nomination for the Academy Award for Best Actress.	
Contains	Abstract	In Sentence	Pronoun-Obj		Academy Award for Best Supporting Actress	http://dbpedia.org/resource/Candice_Bergen	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Candice Bergen**): She was nominated for the Academy Award for Best Supporting Actress	Candice Patricia Bergen (born May 9, 1946) is an American actress and former fashion model. She won five Emmy Awards and two Golden Globe Awards for her ten seasons as the title character on the CBS sitcom Murphy Brown (1988–98). She is also known for her role as Shirley Schmidt on the ABC drama Boston Legal (2005–08). She was nominated for the Academy Award for Best Supporting Actress for Starting Over (1979), and for the BAFTA Award for Best Actress in a Supporting Role for Gandhi (1982). Bergen began her career as a fashion model and appeared on the front cover of Vogue magazine, before making her screen debut in the 1966 film The Group. She went on to star in The Sand Pebbles (1966), Soldier Blue (1970), Carnal Knowledge (1971) and The Wind and the Lion (1975). She made her Broadway debut in the 1984 play Hurlyburly. From 2000 to 2002, she appeared in three episodes of the HBO series Sex and the City. Her other film roles include Miss Congeniality (2000), Sweet Home Alabama (2002), The Women (2008) and Bride Wars (2009). In the 2010s, she returned to Broadway to star in the revivals of The Best Man (2012) and Love Letters (2014).	
