number of equals = 1612
number of contains = 51
notInAbstractList = 8396
Appoaches:
	Sbj-Obj = 855
	Pronoun-Obj = 808
Extraction:
	In Sentence = 1562
	In Paragraph = 101
Blank Sentences = 0
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	Abstract	In Sentence	Pronoun-Obj		Michigan State University	http://dbpedia.org/resource/Boyce_Courtney_Williams	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Michigan_State_University	(**she=Boyce Courtney Williams**): She received her M.A. in urban Counseling/Psychology and a Ph.D. in Counseling Psychology from Michigan State University	Boyce Courtney Williams (born 1954)  an educator and a visionary received national acclaim for her contributions to the field of education, specifically quaility public and teacher education. Williams holds a B.A. in English Education from Lincoln University (Pennsylvania). She received her M.A. in urban Counseling/Psychology and a Ph.D. in Counseling Psychology from Michigan State University. Most recently, she served as the project director for the Reading First Teacher Education Network, a $5 million grant from the US. Department of Education. As vice president at the NCATE, she works closely with institutions to help implement the accreditation process smoothly and efficiently. Williams also served as project director of the HBCUs technical support. She received several honorary Ph.Ds from various universities and colleges including Cheyney University of Pennsylvania, Virginia Union University, University of Arkansas, Stillman College, Lincoln University of Missouri and Lincoln University (Pennsylvania) (2009). In 2008, she was a featured speaker on the Tony Brown (journalist)'s Journal Syndicated Talk show.	
Equal	Abstract	In Sentence	Sbj-Obj		Minnesota State University, Mankato	http://dbpedia.org/resource/Gary_Kubly	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Minnesota_State_University,_Mankato	Kubly obtained his B.A. degree from Minnesota State University, Mankato	Gary W. Kubly (November 12, 1943 – March 2, 2012) was a Minnesota politician and a member of the Minnesota Senate who represented District 20, which includes portions of Big Stone, Chippewa, Kandiyohi, Lac qui Parle, Lincoln, McLeod, Meeker, Renville, Swift and Yellow Medicine counties in the west central part of the state. A Democrat, he was first elected to the Senate in 2002, and was re-elected in 2006 and 2010. Prior to that, he served in the Minnesota House of Representatives representing the old District 15B from 1997 to 2003. Kubly was a member of the Senate's Agriculture and Veterans Committee and Capital Investment Committee. He also serves on the Finance subcommittees for the Agriculture and Veterans Budget and Policy Division, the Economic Development and Housing Budget Division, the Environment, Energy and Natural Resources Budget Division, the Environment, Energy and Natural Resources Budget Division-Energy Subdivision (which he chairs), and the State Government Budget Division. His special legislative concerns include agriculture, rural communities, rural education, rural health care, rural transportation, energy, jobs, and education. Kubly obtained his B.A. degree from Minnesota State University, Mankato. He also served in the United States Air Force from 1966 to 1968, during which time he worked in the research division of the School of Aerospace Medicine. After serving as a public school teacher from 1968 to 1970, he went on to Luther Theological Seminary, where he obtained his M.Div. degree. A Lutheran pastor, he and his wife, Patricia, are the parents of three children. In 2010, Kubly was diagnosed with amyotrophic lateral sclerosis or Lou Gehrig's disease. On February 29, 2012, he was admitted to Regions Hospital in Saint Paul during a "medical crisis" and was listed in "critical condition." He died on Friday, March 2, 2012.	
Equal	Abstract	In Sentence	Sbj-Obj		Moscow State University	http://dbpedia.org/resource/Gennadi_Sardanashvily	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Moscow_State_University	Gennadi Sardanashvily (Russian: Генна́дий Алекса́ндрович Сарданашви́ли; March 13, 1950 - September 1, 2016) was a theoretical physicist, a principal research scientist of Moscow State University	Gennadi Sardanashvily (Russian: Генна́дий Алекса́ндрович Сарданашви́ли; March 13, 1950 - September 1, 2016) was a theoretical physicist, a principal research scientist of Moscow State University.	
Equal	Abstract	In Sentence	Sbj-Obj		Parsons College	http://dbpedia.org/resource/Samuel_Charles_Black	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Parsons_College	Black was born on September 6, 1869, at Monticello, Iowa and graduated from Parsons College	Samuel Charles Black was the fifth president of Washington & Jefferson College. Black was born on September 6, 1869, at Monticello, Iowa and graduated from Parsons College. He was Washington & Jefferson College on April 18, 1919 and was inaugurated October 22, 1919. By the spring of 1920, the college had the largest enrollment in any one year during its history, increasing from the low point during the World War I years to 368 men freshmen. Black took leave of the college for summer of 1921 to marry. While on a honeymoon tour of national parks in Colorado, he became sick and died in Denver, Colorado on July 25, 1921. He was buried in Clarinda, Iowa, the home of his parents.	
Equal	Abstract	In Sentence	Sbj-Obj		Pennsylvania State University	http://dbpedia.org/resource/Caroline_C._Hunter	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Pennsylvania_State_University	Hunter graduated cum laude from the University of Memphis School of Law and received her bachelor of arts degree from The Pennsylvania State University	Caroline Critchfield . Hunter (born 1971) in Boca Raton, FL is a member of the United States Federal Election Commission. She was nominated to the Federal Election Commission by President George W. Bush on May 6, 2008. Her appointment was approved by the United States Senate on June 24, 2008. Hunter previously served as the Vice-Chair of the Election Assistance Commission. Hunter was nominated to the EAC in 2006 and confirmed by the U.S. Senate on February 15, 2007. Hunter also served as deputy director of the White House Office of Public Liaison from January to October 2006. From 2005 to 2006, she was executive officer at the U.S. Department of Homeland Security, United States Citizenship and Immigration Services Ombudsman. From 2001 to 2005 she was associate counsel and then deputy counsel at the Republican National Committee where she provided guidance on Election Law and the implementation of the Help America Vote Act of 2002. Hunter graduated cum laude from the University of Memphis School of Law and received her bachelor of arts degree from The Pennsylvania State University. She lives in Washington, D.C., with her husband and two daughters.	
Equal	Abstract	In Sentence	Pronoun-Obj		Pennsylvania State University	http://dbpedia.org/resource/Eugene_McGill	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Pennsylvania_State_University	(**he=Eugene McGill**): He earned a degree in communications from Pennsylvania State University	Eugene F. McGill  is a former Republican member of the Pennsylvania House of Representatives. He graduated from Roman Catholic High School for Boys in Philadelphia, Pennsylvania. He earned a degree in communications from Pennsylvania State University in 1980. Since 1984, he has worked as a manufacturer’s representative the Mutimer Company of Plymouth Meeting, Pennsylvania. He has served on a variety of municipal boards and authorities, beginning with the Ambler Borough Ad Hoc Committee on Solid Waste in 1983. In 1984 he began a two-year term on Ambler Borough Council. He served on the Horsham Township Sanitary Board from 1986 to 1988 and the Horsham Zoning Hearing Board from 1987 to 1989. In 1989, he was elected Horsham Township Council in 1989, a position he held until his election to represent the 151st legislative district in the Pennsylvania House of Representatives in 1994.	
Equal	Abstract	In Sentence	Pronoun-Obj		Southwestern University	http://dbpedia.org/resource/Leslie_Stemmons	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Southwestern_University	(**he=Leslie Stemmons**): He attended Southwestern University	Leslie Allison Stemmons (November 8, 1876 - October 15, 1939) was an influential businessman in Dallas, Texas. Stemmons born in Dallas, Texas, on November 8, 1876, the son of John Martin and Rebecca (née Allison) Stemmons. He attended Southwestern University in Georgetown, Texas and graduated from the University of Chicago. Before returning to Dallas in 1900 to work selling fire insurance and real estate, Stemmons worked briefly in Chicago real estate. On July 16, 1902, he married Elizabeth Story. They had three children. Elizabeth died on January 3, 1910. On October 4, 1915, Stemmons married Proctor Howell. They had one son. As a real estate agent Stemmons developed the Miller-Stemmons addition, Winnetka Heights, Rosemont Crest, Sunset Hill, Sunset Annex, Sunset Summit, Sunset Heights, and Sunset Crest in Oak Cliff. He was a leader in the annexation of Oak Cliff and the building of the Houston Street Viaduct between Dallas and Oak Cliff. Stemmons was also a president and director of Atlas Metal Works, a director of Southwestern Land and Loan Company, and a director of Evergreen Hills, Incorporated. He was a member of the Dallas Historical Society, the Methodist Church, and the Dallas Real Estate Board. In 1908 the Trinity River overflowed Commerce Street 52.6 feet, and the Ulrickson Committee was formed to draft a flood-control plan. Leslie Stemmons served on the committee. In 1926 he helped establish the City and County of Dallas Levee Improvement District and served as the chairman of the Board of Supervisors of the District. The plan involved moving the Trinity River channel one mile west and building a series of levees. In 1928 the city gave a group of river bottomland owners, the Industrial Properties Association, a charter to develop the reclaimed land for industrial use, as the Trinity Industrial District. In later years the Stemmons family donated much of the valuable right-of-way for the building of Stemmons Freeway. Stemmons died at his home in Dallas on October 15, 1939, and was buried in Oak Cliff Cemetery.	
Equal	Abstract	In Sentence	Pronoun-Obj		Leiden University	http://dbpedia.org/resource/Achmad_Soebardjo	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Leiden_University	(**he=Achmad Soebardjo**): he received the degree Meester in de Rechten from Leiden University	Raden Ahmad Soebardjo Djojoadisoerjo (Karawang Regency, West Java, 23 March 1896 – 15 December 1978) was a diplomat, one of Indonesia's founding fathers, and an Indonesian national hero. He was the first Foreign Minister of Indonesia. In 1933, he received the degree Meester in de Rechten from Leiden University, Netherlands.	
Equal	Abstract	In Sentence	Pronoun-Obj		University of Zielona Góra	http://dbpedia.org/resource/Tomasz_Rejek	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Zielona_Góra	(**he=Tomasz Rejek**): He graduated in marketing and management at the University of Zielona Góra	Tomasz "Reyash" Rejek (br 5 December 1974) is a Polish black metal musician. He is a bassist, and vocalist known for his contribution to the bands Vader, Supreme Lord, Profanum, Christ Agony, Incantation, and Witchmaster. He graduated in marketing and management at the University of Zielona Góra.	
Equal	Abstract	In Sentence	Sbj-Obj		Davidson College	http://dbpedia.org/resource/John_Chidsey	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Davidson_College	Chidsey holds a bachelor's degree from Davidson College	John W. Chidsey (born 1962) is an American businessman and attorney, formerly the Executive Chairman and CEO of the Burger King Corporation. He currently serves as a Director and Member of the Audit Committee for HealthSouth Corporation. He previously served as chairman and CEO for two corporate divisions of the Cendant Corporation from January 1996 to March 2003. Chidsey holds a bachelor's degree from Davidson College in Davidson, North Carolina, an M.B.A. in Finance and Accounting from Emory University in Druid Hills, Georgia, and a Juris Doctorate from Emory University School of Law. He is a Certified Public Accountant.	
Equal	Abstract	In Sentence	Pronoun-Obj		Harvard University	http://dbpedia.org/resource/Thomas_J._Healey	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Harvard_University	(**he=Thomas J. Healey**): He was a partner at Goldman, Sachs & Co., and is Senior Fellow at Harvard University	Thomas J. Healey (born September 14, 1942) is an American businessman and educator. He was a partner at Goldman, Sachs & Co., and is Senior Fellow at Harvard University’s John F. Kennedy School of Government. He served in the 1980s as Assistant Secretary of the United States Treasury and in the 1990s on the U.S. Department of Labor's Employee Benefits Security Administration Advisory Council Working Group on the Impact of Alternative Tax Proposals on ERISA Employer-Sponsored Plans.	
Equal	Abstract	In Sentence	Sbj-Obj		Harvard University	http://dbpedia.org/resource/Alexander_H._Rice_Jr.	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Harvard_University	Alexander Hamilton Rice Jr. (August 29, 1875 – July 21, 1956) was an American physician, geographer, geologist and explorer especially noted for his expeditions to the Amazon Basin.He was professor of geography at Harvard University	Alexander Hamilton Rice Jr. (August 29, 1875 – July 21, 1956) was an American physician, geographer, geologist and explorer especially noted for his expeditions to the Amazon Basin.He was professor of geography at Harvard University from 1929 to 1952, and was the founder and director of the Harvard Institute of Geographical Exploration.	
Equal	Abstract	In Sentence	Pronoun-Obj		Howard University	http://dbpedia.org/resource/Andrew_Carn	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Howard_University	(**he=Andrew Carn**): He graduated from Thomas Edison High School in 1968 and earned a degree in electrical engineering from Howard University	Andrew J. Carn is a former Democratic member of the Pennsylvania House of Representatives. He graduated from Thomas Edison High School in 1968 and earned a degree in electrical engineering from Howard University in 1973. He was sworn in to represent the 197th legislative district in 1983, a position he held until the 2000 election, when he was defeated for the Democratic nomination by Jewell Williams A Carn-controlled non-profit company, the 197 Plan Development Corp., was sued by the Department of Community and Economic Development for $40,000 in unaccounted for funds.	
Equal	Abstract	In Sentence	Pronoun-Obj		John Carroll University	http://dbpedia.org/resource/Frank_Pistella	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/John_Carroll_University	(**he=Frank Pistella**): He earned a degree in history from John Carroll University	Frank J. Pistella is a former Democratic member of the Pennsylvania House of Representatives. He is a 1969 graduate of Central District Catholic High School. He earned a degree in history from John Carroll University in 1973 and a certificate from the John F. Kennedy School of Government in 1985.	
Equal	Abstract	In Sentence	Sbj-Obj		Nkumba University	http://dbpedia.org/resource/Jeje_Odongo	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Nkumba_University	Jeje Odongo graduated with the degree of Master of Arts in International Relations and Diplomacy from Nkumba University	Jeje Odongo was born in Amuria District, in the Teso sub-region, in Eastern Uganda. He attended secondary school at Ngora High School. He entered the Ugandan army in 1979. He is one of the original twenty seven combatants who, together with Yoweri Museveni, attacked Kabamba Military Barracks in February 1981 to start the Ugandan Bush War, a guerrilla war that lasted from February 1981 until April 1986. Jeje Odongo was captured soon after the first NRA operation and was imprisoned in Luzira Maximum Security Prison. In 1994, Jeje Odongo was one of the ten army officers who represented the Ugandan military in the Constituent Assembly that drafted the 1995 Ugandan Constitution. In 1996, he was selected to replace Colonel Sserwanga Lwanga as the Political Commissar in the Uganda People's Defense Force (UPDF). Also in 1996, he contested the parliamentary seat for Amuria District in the Ugandan Parliament. He won and was appointed as Minister of Defence soon after he entered parliament. In 1998, he resigned his parliamentary seat and his cabinet position and was appointed Commander of the Army, taking over from Major General Mugisha Muntu. He served as army commander until 2001, when he was replaced by Major General James Kazini. In 2001, he was appointed as Minister without Portfolio, a position he occupied until 2004. In 2004, now at the rank of Lieutenant General, Jeje Odongo was appointed as Minister of State for the Environment. Between 2001 and 2006, he was one of 10 senior UPDF officers who represented the Ugandan military in the 8th Ugandan Parliament. In May 2008, Jeje Odongo graduated with the degree of Master of Arts in International Relations and Diplomacy from Nkumba University. On 16 February 2009, he was promoted to General and appointed  Minister of State for Defence. After seven years in that post, he was instead appointed as Minister of Internal Affairs in the cabinet list announced on 6 June 2016.	
Equal	Abstract	In Sentence	Pronoun-Obj		Northwestern University	http://dbpedia.org/resource/Kyle_Stanford	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Northwestern_University	(**he=Kyle Stanford**): He earned his B.A. with Honors in Philosophy and Psychology from Northwestern University	Kyle Stanford (born 1970) is an American philosophy professor who specializes in the philosophy of science. He earned his B.A. with Honors in Philosophy and Psychology from Northwestern University in 1991, and his M.A. and Ph. D. from University of California, San Diego in Philosophy, 1994, and Philosophy/Science Studies, 1997, respectively. His appointments include:  * Visiting Professor of History and Philosophy of Science, University of Pittsburgh, Spring 2009  * Associate Professor, Department of Logic and Philosophy of Science, UC Irvine, 2004–2008 & Fall 2009–Present  * Assistant Professor, Department of Logic and Philosophy of Science, UC Irvine, 1998–2004  * Assistant Professor, Department of Philosophy, UC Irvine, 1997–2000	
Equal	Abstract	In Sentence	Pronoun-Obj		Renmin University of China	http://dbpedia.org/resource/Chen_Yulu	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Renmin_University_of_China	(**he=Chen Yulu**): He has previously held appointments in the Renmin University of China	Chen Yulu (simplified Chinese: 陈雨露; traditional Chinese: 陳雨露; pinyin: Chen Yǔlù; born November 1966) is a Chinese economist, educator, author, and politician who has been deputy governor of People's Bank of China since October 2015. He has previously held appointments in the Renmin University of China as the president. He is a visiting professor at Milton S. Eisenhower Foundation and Columbia University. He is vice-president of All-China Youth Federation (ACYF). He is vice-chairman, deputy secretary-general and executive director of China International Finance Society.	
Equal	Abstract	In Sentence	Pronoun-Obj		Temple University	http://dbpedia.org/resource/Frank_Tulli	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Temple_University	(**he=Frank Tulli**): He graduated from Lebanon Valley College in 1966 and earned an M.S. degree from Temple University	Frank "Chick" Tulli, Jr. is a former Republican member of the Pennsylvania House of Representatives. He is a 1962 graduate of Hershey High School. He graduated from Lebanon Valley College in 1966 and earned an M.S. degree from Temple University in 1969. Prior to elective office, he taught government in public schools for seven years and owned and operated a chain of Naturalizer shoe stores. He was first elected to represent the 106th legislative district in the Pennsylvania House of Representatives in 1990. He was the leading legislative force behind the deregulation of Pennsylvania's electric utility industry. He retired in May 2002, shortly after winning the Republican nomination in the 2002 primary election. He is currently the chief executive officer at Greenlee Partners, a Harrisburg-based lobbying group.	
Equal	Abstract	In Paragraph	Sbj-Obj		Temple University	http://dbpedia.org/resource/Jere_Schuler	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Temple_University	Jere W. Schuler  is a former Republican member of the Pennsylvania House of Representatives. He is a 1952 graduate of J. P. McCaskey High School. He earned a degree from Millersville University in 1956 and a M.Ed. degree from Temple University	Jere W. Schuler  is a former Republican member of the Pennsylvania House of Representatives. He is a 1952 graduate of J. P. McCaskey High School. He earned a degree from Millersville University in 1956 and a M.Ed. degree from Temple University in 1962. He was first elected to represent the 43rd legislative district in the Pennsylvania House of Representatives in 1982, a position he held until his retirement prior to the 2002 elections.	
Equal	Abstract	In Sentence	Pronoun-Obj		Temple University	http://dbpedia.org/resource/Joseph_Gladeck	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Temple_University	(**he=Joseph Gladeck**): He graduated from Wissahickon High School in 1968 and from Temple University	Joseph M. Gladeck, Jr. is a former Republican member of the Pennsylvania House of Representatives. He graduated from Wissahickon High School in 1968 and from Temple University in 1972. He was first sworn into the Pennsylvania House of Representatives to represent the 61st legislative district in 1979, a position he held until his retirement prior to the 2000 election.	
Equal	Abstract	In Sentence	Pronoun-Obj		Temple University	http://dbpedia.org/resource/Roy_Cornell	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Temple_University	(**he=Roy Cornell**): He graduated from Temple University	Roy W. Cornell was a Republican member of the Pennsylvania House of Representatives. He was a 1961 graduate of Hatboro-Horsham High School and attended Santa Ana Junior College. He graduated from Temple University and from the North Philadelphia Board of Realtors School. He was first elected to represent the 152nd legislative district in the Pennsylvania House of Representatives in 1978. He was the House Republican Caucus Secretary from 1993–94 and was elected Republican Policy Chairman in 1997. He died on January 1, 2004 of a brain tumor.	
Equal	Abstract	In Sentence	Pronoun-Obj		Temple University	http://dbpedia.org/resource/Tom_Gannon	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Temple_University	(**he=Tom Gannon**): He earned a degree in political science from Temple University	Thomas P. Gannon is a former Republican member of the Pennsylvania House of Representatives. Gannon represented the 161st legislative district. He was born in Philadelphia. He is a 1961 graduate of Cardinal Dougherty High School. He earned a degree in political science from Temple University in 1968 and a J.D. from the Widener University School of Law in 1976. Prior to elective office, he worked as a Contract Surety Bond Claim Attorney for Reliance Insurance Company. He was first elected to represent the 161st legislative district in the Pennsylvania House of Representatives in 1978. During his tenure, he sought to eliminate insurance discrimination against persons suffering from mental illness.	
Equal	Abstract	In Sentence	Pronoun-Obj		Tribhuvan University	http://dbpedia.org/resource/Tej_Kumar_Shrestha	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Tribhuvan_University	(**he=Tej Kumar Shrestha**): He studied initially at the Tribhuvan University	Tej Kumar Shrestha (born February 11, 1948) is a Nepalese naturalist and zoologist. He studied initially at the Tribhuvan University in Nepal. He was awarded a PhD in 1976 and subsequently worked at the Barkatullah University (Bhopal University)in India for DSc degree, which was awarded in 1994. Shrestha is founder secretary of the Zoological Society of Nepal. He is also a founder member of the Bird Watching Club of Nepal and has been closely associated with the wildlife conservation movement of the country for over last three decades. Shrestha has extensively travelled around Himalayan passes, mountains, rivers and forests of Nepal. He has written many books, including Wildlife of Nepal (1981) and his bestselling book Ichthyology of Nepal (2008) about fishes of Nepal.	
Equal	Abstract	In Sentence	Pronoun-Obj		Trinity College, Oxford	http://dbpedia.org/resource/Rupert_Hoare	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/Trinity_College,_Oxford	(**his=Rupert Hoare**): his secondary education, he went to Trinity College, Oxford	Rupert William Noel Hoare (born 3 March 1940) is a former Dean of Liverpool and Anglican area Bishop of Dudley. Hoare was born in Sussex and attended the Dragon School in Oxford before attending Rugby School. Upon completing his secondary education, he went to Trinity College, Oxford where he studied theology. He graduated in 1961 with a First Class Honours and spend the following year in Berlin on a scholarship from Coventry Cathedral. In 1963, he returned to Cambridge, this time attending Westcott House Theological College. In 1964, he achieved another First Class Honours in Part III of the Cambridge Tripos and completed his PhD thesis on the relationship between theology and psychiatry in 1973. He became a deacon in 1964, and became a curate at St Mary's Oldham in the Diocese of Manchester in 1965. In 1968, he took up a post at Queen's College, Birmingham where he lectured for five years. He also became an Honorary Canon Theologian at Coventry Cathedral, holding this post for six years. In 1972, he returned to Manchester as rector of the Parish of the Resurrection. In 1978, he returned to Birmingham as a canon residentiary of Birmingham Cathedral, before being appointed Principal of Westcott House in 1981. He was area Bishop of Dudley in the Diocese of Worcester between 1993 and 2000 before moving to become the fifth Dean of Liverpool in 1999. He retired as Dean of Liverpool in 2007.	
Equal	Abstract	In Sentence	Sbj-Obj		University of Cambridge	http://dbpedia.org/resource/Tim_Jenkinson	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Cambridge	Jenkinson received a bachelor's degree in Economics from the University of Cambridge	Tim Jenkinson is Professor of Finance at the Saïd Business School, University of Oxford. His research is on initial public offerings (in particular the analysis of bookbuilding), securitisation and private equity. He teaches the Private Equity course on the MBA, which has been the most popular elective in recent years. He was awarded the Teaching Innovation Award by the 2007 graduating Executive MBA Class for this course. Professor Jenkinson has written widely on finance and economics and his work has been published in leading journals including the Journal of Finance, Review of Financial Studies, Journal of Financial Economics, Journal of Corporate Finance, Economic Journal and the European Economic Review. He is a Research Fellow of the Centre for Economic Policy Research, a Research Associate of the European Corporate Governance Institute and Managing Editor of the Oxford Review of Economic Policy. He is also a director of various companies including economic consulting firm Oxford Economic Research Associates (Oxera), the leading German utility switching company Verivox Group, and the UK-listed investment fund PSource Structured Debt (LSE: PSD). He has consulted for a large number of companies, regulators, government agencies and industry associations. Professor Jenkinson received a bachelor's degree in Economics from the University of Cambridge, a master's degree in Economics from the University of Pennsylvania, and a D.Phil from Oxford. He joined the faculty of the economics department at Oxford University in 1987 and was a Visiting Professor at Dartmouth College. He joined the Saïd Business School in 2000. He lives in Oxford with his wife, Rebecca, and two sons Thomas and Henry.	
Equal	Abstract	In Sentence	Sbj-Obj		University of Cambridge	http://dbpedia.org/resource/Antony_Stretton	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Cambridge	Stretton worked with Vernon M. Ingram first in the United Kingdom at the Cavendish Laboratory of the University of Cambridge	Antony "Tony" Oliver Ward Stretton, Ph.D. is a neuroscientist, faculty member of the Neuroscience Training Program, and the John Bascom Professor of Zoology at the University of Wisconsin–Madison. He is married to fellow scientist, Philippa Claude, daughter of Albert Claude. Stretton worked with Vernon M. Ingram first in the United Kingdom at the Cavendish Laboratory of the University of Cambridge then in the United States at the Massachusetts Institute of Technology as well as with Edward A. Kravitz at the Medical School of Harvard University. He has also done research at the Marine Biological Laboratory in Woods Hole, Massachusetts.	
Equal	Abstract	In Sentence	Sbj-Obj		University of Mumbai	http://dbpedia.org/resource/D._Raghavarao	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Mumbai	D. in statistics from the University of Mumbai	Damaraju Raghavarao (1938–2013) was an Indian-born statistician, formerly the Laura H. Carnell professor of statistics and chair of the department of statistics at Temple University in Philadelphia. Raghavarao is an elected fellow of the Institute of Mathematical Statistics, American Statistical Association, and an elected member of The International Statistical Institute. He has been specialized in combinatorics and applications of experimental designs. Raghavarao received his M.A. in mathematics from Nagpur University, India in 1957 and earned the gold medal. He earned his Ph.D. in statistics from the University of Mumbai in 1961 for his work in designs of experiments; his Ph.D. advisor was M. C. Chakrabarti. Raghavarao was a professor of statistics at Punjab Agricultural University, University of North Carolina at Chapel Hill, Cornell University, and University of Guelph before joining Temple University. He died on February 6, 2013.	
Equal	Abstract	In Sentence	Sbj-Obj		University of North Carolina at Charlotte	http://dbpedia.org/resource/Terry_Bellamy	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_North_Carolina_at_Charlotte	Bellamy is a native of Asheville and graduated from the University of North Carolina at Charlotte	Terry M. Bellamy is the former mayor of Asheville, North Carolina. She was first elected to the Asheville City Council in 1999 and won re‑election in 2003. She was elected Mayor in November 2005, defeating incumbent Mayor Charles Worley in the October primary. Bellamy became the youngest mayor in North Carolina at the age of 33 and the first African-American Mayor of Asheville. Bellamy, a Democrat, received 10,534 votes (56.8%) to opponent Joe Dunn's 8,004 votes (43.2%). She won re-election in 2009. Bellamy chose not to run for another term in 2013, but instead announced plans to run for the U.S. House of Representatives for a second time. Bellamy is a native of Asheville and graduated from the University of North Carolina at Charlotte with a degree in English. She is married to Lamont Bellamy and they have two children. Her experience includes over ten years as Marketing Manager for Mountain Housing Opportunities and she is Financial Manager for Diamond Executive Car Transportation Service.	
Equal	Abstract	In Sentence	Pronoun-Obj		University of Peshawar	http://dbpedia.org/resource/M._Qasim_Jan	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Peshawar	(**he=M. Qasim Jan**): he is Professor Emeritus at the National Centre of Excellence in Geology, University of Peshawar	M. Qasim Jan is a geologist and research scientist from Pakistan. He has been the vice-chancellor of three Pakistani universities. His research has been in geology, mineralogy, petrology, geochemistry, and tectonics. He has authored or edited a dozen books, and has published numerous papers on geology and tectonics of the North-West Himalayas. Presently, he is Professor Emeritus at the National Centre of Excellence in Geology, University of Peshawar. Jan is also currently the Secretary General of the Pakistan Academy of Sciences, and of the Association of the Academies of Sciences in Asia. He is also a fellow of the Academy of Sciences for the Developing World (TWAS).	
Equal	Abstract	In Sentence	Pronoun-Obj		University of Scranton	http://dbpedia.org/resource/Gaynor_Cawley	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Scranton	(**he=Gaynor Cawley**): He is a 1960 graduate of St. Patrick's High School and attended University of Scranton	Gaynor Cawley is a former Democratic member of the Pennsylvania House of Representatives. Born Joseph Gaynor Cawley in Scranton, Pennsylvania, he played minor league baseball for Detroit. He was store manager at a Woolworth store in Wilkes-Barre. He is a 1960 graduate of St. Patrick's High School and attended University of Scranton. He served the city of Scranton, Pennsylvania, in various capacities, including director of public works from 1978 to 1979, deputy mayor from 1977 through 1980, and director of community development in 1980. He was elected to represent the 113th legislative district in the Pennsylvania House of Representatives in 1980. He retired prior to the 2006 election.	
Equal	Abstract	In Sentence	Pronoun-Obj		University of Scranton	http://dbpedia.org/resource/Joseph_Battisto	http://dbpedia.org/ontology/almaMater	http://dbpedia.org/resource/University_of_Scranton	(**he=Joseph Battisto**): He earned a degree from East Stroudsburg State College in 1956 and an M.S. degree from the University of Scranton	Joseph W. Battisto was a Democratic member of the Pennsylvania House of Representatives. He graduated from Stroudsburg High School in 1949. He earned a degree from East Stroudsburg State College in 1956 and an M.S. degree from the University of Scranton in 1966. He was sworn in to represent the 189th legislative district in 1983, a position he held until his defeat by Republican Kelly Lewis in the 2000 general election. In an April 2002 special election, he ran against Mario Scavello for the newly reconfigured 176th legislative district. Joseph has three siblings:Mary Battisto Gunn,Genevieve Battisto, andTom Battisto. Joseph has four children:Joseph William Battisto, Jr.,James William Battisto,Pamela Battisto Watkins, andJessica Marie Battisto. Joseph has eight grandchildren:Rachel Watkins,Allison Watkins,Evan Battisto,Joseph Battisto III,Victoria Watkins,Brielle Battisto,Blake Battisto, andSage Battisto.	
